i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	H4_D	H4_T	He3_D	He3_T	alpha_D	alpha_T	He6_D	He6_T	He8_D	He8_T	Li4_D	Li4_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Li9_D	Li9_T	Be6_D	Be6_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	Be11_D	Be11_T	B8_D	B8_T	B9_D	B9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	B13_D	B13_T	C9_D	C9_T	C10_D	C10_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C15_D	C15_T	N12_D	N12_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	N17_D	N17_T	O14_D	O14_T	O15_D	O15_T	O16_D	O16_T	O16_1_D	O16_1_T	O17_D	O17_T	O18_D	O18_T	O19_D	O19_T	O21_D	O21_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	F20_D	F20_T	F21_D	F21_T	F22_D	F22_T	F23_D	F23_T	Ne18_D	Ne18_T	Ne19_D	Ne19_T	Ne20_D	Ne20_T	Ne21_D	Ne21_T	Ne22_D	Ne22_T	Ne23_D	Ne23_T	Na20_D	Na20_T	Na21_D	Na21_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Na25_D	Na25_T	Na26_D	Na26_T	Mg23_D	Mg23_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Al24_D	Al24_T	Al25_D	Al25_T	Al26_D	Al26_T	Al27_D	Al27_T	Al28_D	Al28_T	Si27_D	Si27_T	Si28_D	Si28_T	Si29_D	Si29_T	Si30_D	Si30_T	P29_D	P29_T	P30_D	P30_T
21	0	0	195.385	124.652	7.58561	3.17738	11.1705	5.01571	13.1078	6.82251	0	0	181.324	31.6877	216.774	37.9318	397.662	144.979	25.693	25.6968	0	0	93.6097	43.7733	110.608	52.0509	90.9664	56.1209	55.6297	55.5679	0	0	157.31	65.4299	64.5317	54.0389	178.985	103.637	106.469	92.2796	0	0	59.7749	58.5043	126.752	126.752	199.818	90.2925	201.545	106.888	162.494	159.753	0	0	0	0	82.8498	81.4069	180.659	80.5508	212.559	113.925	284.269	127.195	196.283	92.928	0	0	97.9777	97.8632	312.792	154.588	230.196	125.067	244.105	128.325	541.299	398.343	0	0	176.77	169.531	231.01	159.951	392.896	194.528	194.071	136.216	632.316	422.72	352.168	350.352	681.43	389.157	0	0	0	0	790.058	565.687	721.239	513.09	767.354	501.382	470.577	468.113	923.124	762.451	0	0	0	0	0	0	0	0	986.669	788.824	967.686	749.575	1140.06	1127.6	0	0	0	0	0	0	1248.15	958.746	1425.16	1425.16	1285.78	1285.78	0	0	0	0	0	0	1655.63	1645.3	1596.71	1596.63	1.36794	1.48229	0	0	0	0	1759.31	1759.01	1.35588	1.35588	0	0	2143.24	2143.24	2165.37	2165.37	4.16911	4.16911	0	0	2428.47	2428.47	0	0
22	0	0	198.196	125.889	7.54296	3.22524	10.9341	5.02679	13.0055	6.8303	0	0	180.049	31.2531	213.388	36.4205	278.37	90.1438	26.3749	26.3717	0	0	85.9453	42.9759	90.4566	51.8341	88.0151	53.6076	83.3012	77.3137	0	0	137.966	59.3045	120.072	72.9269	158.819	106.233	204.252	98.1557	0	0	61.5385	60.2672	44.5029	44.5029	214.556	96.2969	227.429	110.763	209.822	200.997	0	0	0	0	85.3292	84.0011	130.063	78.9196	210.373	113.705	291.638	124.593	204.678	97.2876	0	0	100.481	100.363	268.314	137.053	227.586	123.505	227.248	123.882	591.14	452.677	0	0	191.123	180.671	217.227	161.207	302.036	190.739	197.4	138.194	589.683	390.959	621.008	496.829	276.036	275.718	0	0	155.696	155.696	866.759	675.188	791.584	519.515	682.941	477.014	822.885	637.837	0	0	560.102	560.102	0	0	0	0	0	0	1211.42	1207.8	1036.22	821.902	1.50498	1.43171	0	0	0	0	0	0	1164.83	726.753	1193.7	935.664	1273.64	1272.59	0	0	0	0	0	0	1376	1035.21	1521.83	1521.71	1.32954	1.48229	0	0	0	0	1571.11	1571.11	1844.71	1844.71	0	0	0	0	2215.31	2215.31	0	0	0	0	0	0	0	0
23	0	0	200.78	127.425	7.41785	3.2128	11.2661	5.14183	12.8214	6.73135	0	0	174.513	30.2085	186.619	34.6697	375.297	125.319	27.0887	27.0835	0	0	85.0172	43.5851	98.3871	55.0676	89.8293	56.9551	177.368	104.512	0	0	121.06	64.2363	44.372	52.7896	192.74	108.231	85.6094	82.8955	0	0	65.8962	63.5274	0	0	219.493	97.5134	274.017	108.095	345.793	224.614	0	0	0	0	331.046	112.836	120.261	76.9626	200.846	113.327	268.428	126.098	207.779	98.3039	0	0	103.141	103.083	355.303	141.376	208.862	125.923	188.674	121.368	0	0	0	0	209.485	195.256	232.361	165.338	351.2	197.681	200.088	140.253	487.455	370.371	696.976	429.82	314.298	313.831	0	0	0	0	753.679	590.931	739.614	509.185	710.766	552.522	413.304	411.597	0	0	855.138	669.864	0	0	0	0	0	0	718.958	713.759	819.939	647.79	1265.03	1232.32	0	0	0	0	0	0	1163.76	862.665	1169.64	823.915	0	0	0	0	0	0	0	0	1438.15	1273.29	1612.89	1598.29	1771.01	1754.18	0	0	0	0	1626.88	1626.88	1651	1651	0	0	0	0	2116.78	2117.88	2177.96	2177.96	0	0	0	0	0	0
24	0	0	203.592	128.897	7.7208	3.21635	10.7878	5.08263	12.7248	6.8225	0	0	176.238	31.0952	200.471	36.291	312.501	90.8757	27.8746	27.8685	0	0	92.2402	44.0251	115.096	55.5936	89.2111	58.1044	75.225	75.0774	0	0	137.839	66.8624	45.9286	57.1811	202.248	110.609	158.569	105.133	0	0	88.5968	81.1984	71.782	71.782	220.508	90.9241	213.295	97.1321	389.387	296.011	0	0	0	0	92.3866	90.124	87.3848	78.2768	218.588	112.528	264.524	126.428	287.544	101.05	0	0	106.035	105.973	213.733	135.037	220.555	127.481	184.395	123.037	297.319	292.539	0	0	238.451	216.54	248.122	170.343	349.153	195.377	202.6	142.394	512.684	388.638	648.829	484.956	377.28	375.816	0	0	177.794	177.794	926.308	725.632	792.437	559.767	788.464	548.104	488.454	483.26	0	0	0	0	0	0	0	0	0	0	961.558	731.089	1065.16	753.047	1.44056	1.43171	0	0	1193.55	977.928	0	0	1158.66	854.995	1077.58	828.867	1333.79	1332.41	0	0	0	0	0	0	1301.01	1079.93	1710.97	1689.81	1.45799	1.48229	0	0	1948.46	1948.46	1678.34	1691.94	1965.06	1965.06	0	0	0	0	0	0	2237.97	2238.1	0	0	0	0	0	0
25	0	0	206.826	130.493	7.86379	3.24784	11.2295	5.12934	13.0838	6.88218	0	0	167.116	31.3724	198.095	36.2144	269.532	91.7767	28.7607	28.7736	0	0	86.6937	44.2881	98.5839	49.614	91.1486	61.1491	89.8147	89.5564	0	0	146.332	65.801	89.4177	59.7864	186.006	91.1419	179.811	117.613	0	0	99.5339	88.3773	57.1353	46.4208	256.384	88.5536	223.045	101.257	134.013	134.013	0	0	0	0	96.4253	93.8191	107.229	85.115	185.193	110.044	255.383	129.775	199.601	88.7292	0	0	109.152	109.082	218.391	139.967	226.798	128.341	183.359	124.808	511.572	377.194	0	0	283.06	257.134	246.717	174.586	324.035	201.805	205.906	144.611	570.041	420.59	791.623	675.073	499.577	494.129	0	0	150.724	150.724	865.262	680.407	781.263	552.51	745.069	539.548	780.941	603.58	0	0	0	0	0	0	0	0	0	0	1031.67	807.379	1041.91	739.951	1.28928	1.43171	0	0	0	0	1419.87	1419.87	1145.84	925.877	1313.23	1310.22	1163.69	854.956	0	0	0	0	0	0	1432.74	1430.31	1448.88	1448.86	1853.66	1794.33	0	0	0	0	1581.92	1572.64	1774.95	1775.24	0	0	0	0	0	0	2248.63	2248.63	0	0	0	0	0	0
26	0	0	209.848	132.176	7.60061	3.21672	11.3487	5.19003	13.2094	6.89138	0	0	186.541	33.2183	206.428	37.7118	263.343	112.309	29.7182	29.7153	0	0	88.0461	44.7135	81.9749	51.454	110.98	65.3518	122.157	120.181	76.6866	76.6866	142.215	68.6195	101.452	60.6253	174.272	97.6148	193.563	131.535	0	0	120.174	100.229	0	0	109.851	77.6306	248.763	108.559	149.213	149.008	0	0	0	0	101.64	98.133	158.059	84.1886	193.708	112.503	274.751	131.52	158.761	87.9681	0	0	112.79	112.573	223.324	149.927	205.798	130.326	225.731	129.994	539.001	370.713	0	0	516.427	312.856	283.411	178.97	370.011	210.012	208.731	146.976	670.582	469.332	2.8289	2.8289	731.022	464.503	0	0	0	0	835.151	627.421	696.642	477.182	842.078	556.873	873.297	527.39	0	0	0	0	0	0	0	0	0	0	921.302	694.561	971.174	732.64	1394.39	1360.09	0	0	0	0	0	0	1319.23	1312.78	1225.81	955.922	1325.79	1207.63	0	0	0	0	0	0	1522.09	1504.53	1336.72	1155.78	1.32551	1.48229	0	0	0	0	2002.25	2002.25	1699.06	1723.88	0	0	0	0	2072.47	2072.58	1990.78	1990.78	0	0	0	0	0	0
27	0	0	213.765	133.943	7.85127	3.27984	10.9119	5.07892	13.6274	6.95105	0	0	195.103	34.2598	219.514	38.7417	459.501	172.99	30.7335	30.7418	0	0	94.0892	45.7145	93.0149	52.697	124.806	68.349	244.293	205.31	0	0	151.597	67.4476	114.253	80.8348	139.402	95.4217	236.748	120.633	0	0	263.775	118.525	0	0	239.39	90.8049	217.31	99.7669	177.654	177.118	0	0	0	0	107.495	103.259	157.167	84.7243	199.501	113.278	285.44	140.188	214.301	100.602	0	0	116.646	116.459	269.002	168.923	233.157	132.762	214.297	132.771	316.309	314.371	0	0	355.662	295.651	242.626	181.131	379.395	212.284	213.033	149.457	605.418	468.606	431.291	419.131	501.912	496.047	0	0	0	0	828.32	630.136	459.723	457.52	651.22	501.995	725.018	553.253	0	0	0	0	0	0	0	0	0	0	825.473	616.299	1166.98	1051.09	1.2804	1.43171	0	0	1213.11	1046.82	0	0	1100.2	854.215	1245.12	822.928	1324.13	1320	0	0	0	0	0	0	1606.2	1588.68	1400.81	1396.35	0	0	0	0	0	0	0	0	1696.48	1684.4	1860.43	1860.43	0	0	2124.05	2115.19	2256.53	2256.53	0	0	0	0	0	0
28	0	0	215.209	135.841	7.70392	3.24251	10.5044	5.03882	12.5601	6.77558	0	0	173.419	31.57	207.35	36.5398	341.503	89.5984	31.8597	31.85	0	0	94.0711	44.8963	82.7323	53.8789	119.067	69.1856	0	0	0	0	158.058	68.8156	200.081	150.485	204.023	96.9597	109.059	96.0213	0	0	87.5687	82.9621	0	0	154.379	80.7816	192.848	99.1611	238.206	234.948	0	0	0	0	114.923	109.514	96.2929	85.8615	183.016	111.717	301.544	131.126	296.581	93.1102	0	0	121.012	120.95	305.922	179.116	208.441	132.549	222.999	133.335	574.863	435.658	0	0	619.833	248.898	277.293	185.064	379.93	209.296	214.59	151.976	655.865	463.787	570.566	413.78	835.804	835.804	0	0	0	0	845.774	637.001	812.699	584.437	837.018	652.199	867.218	689.613	0	0	0	0	0	0	0	0	0	0	939.285	619.636	1037.46	772.605	1.2829	1.43171	0	0	0	0	0	0	1159.71	913.225	1127.48	869.777	0	0	0	0	0	0	1339.11	1300.67	0	0	0	0	1.33153	1.48229	0	0	0	0	1767.05	1766.32	0	0	0	0	0	0	2165.83	2165.83	0	0	0	0	0	0	0	0
29	0	0	218.243	137.906	7.60363	3.22321	10.728	5.15557	12.3898	6.82076	0	0	193.249	33.758	196.242	35.5447	113.465	64.2633	33.1057	33.1126	0	0	88.7523	43.9224	98.3099	56.0752	136.435	69.5179	0	0	0	0	138.78	63.9583	52.0306	34.655	153.113	88.643	219.577	106.617	0	0	98.0371	92.3532	48.5801	48.5712	197.79	83.1186	234.641	111.345	393.038	287.441	0	0	0	0	126.053	117.624	135.719	94.0163	194.479	114.591	270.557	132.301	114.861	81.3476	0	0	126.316	126.076	378.309	182.92	207.378	138.297	209.681	134.062	0	0	0	0	186.672	186.556	283.924	191.161	357.774	209.551	217.711	154.765	571.779	437.347	664.006	494.301	0	0	0	0	0	0	857.635	665.323	709.177	503.97	784.326	560.013	0	0	0	0	0	0	0	0	0	0	0	0	933.981	638.989	867.445	689.781	1075.04	932.414	1086.28	896.605	0	0	0	0	1150.21	854.758	1324.14	1107.38	0	0	0	0	0	0	1324.25	1153.69	1611.94	1614.78	1576.37	1576.25	1.34189	1.48229	0	0	0	0	1595.91	1595.91	1855.02	1677.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	222.085	140.179	7.56578	3.22161	11.1211	5.16673	13.3336	6.95246	0	0	200.505	34.8055	194.241	35.6492	392.97	94.6796	34.5066	34.4941	0	0	87.929	45.1415	97.7317	56.2311	98.7088	57.5211	0	0	0	0	159.99	62.298	110.625	48.9038	141.295	100.182	79.8956	73.1496	0	0	109.791	101.973	0	0	219.87	88.525	267.315	110.711	407.556	325.875	0	0	0	0	141.684	128.999	161.497	99.6258	201.84	116.275	277.951	129.564	178.989	80.7737	0	0	132.112	131.867	269.374	163.555	221.168	144.947	209.814	137.047	0	0	0	0	199.903	199.903	294.635	193.93	356.999	212.894	221.268	157.82	711.245	481.763	732.512	576.824	0	0	0	0	162.98	162.98	860.827	683.816	544.07	536.16	706.085	489.27	0	0	0	0	0	0	0	0	0	0	591.18	588.083	857.869	650.805	1061.77	865.687	1053.54	823.848	0	0	0	0	0	0	1202.12	907.329	1264.11	1057.47	0	0	0	0	0	0	0	0	1498.28	1475.08	1474.53	1467.39	1355.52	1340.38	0	0	1620.26	1620.26	1786.92	1792.06	1608.8	1585.64	0	0	0	0	0	0	2190.53	2190.53	0	0	0	0	0	0
31	0	0	226.716	142.59	7.89932	3.28037	11.0048	5.12212	12.7707	6.91638	0	0	182.527	32.7085	214.788	37.5789	63.33	47.4559	36.1262	36.1111	0	0	101.039	46.1235	102.334	57.5643	97.1592	58.9271	48.9249	48.9267	0	0	134.813	66.4095	90.4136	66.4596	208.74	98.0615	88.6589	77.5089	0	0	130.155	116.967	0	0	178.166	93.0854	265.897	102.265	240.218	240.218	0	0	0	0	169.603	147.071	145.621	101.592	198.342	116.04	291.259	132.981	111.79	88.3077	0	0	139.086	138.644	266.201	166.812	241.728	150.508	230.971	143.885	0	0	0	0	216.536	216.342	291.903	194.514	361.613	215.503	225.926	161.02	498.247	404.967	1.01071	0.985564	0	0	0	0	176.176	176.176	910.106	732.372	777.346	579.267	754.998	554.844	426.736	421.152	0	0	0	0	0	0	0	0	1009.17	805.59	917.124	703.082	1042.35	842.793	1110.13	1004.39	0	0	0	0	0	0	1257.57	988.324	1368.05	1368.05	1417.28	1413.29	1387.39	1387.39	0	0	0	0	1391.11	1143.2	1591.64	1585.41	0	0	0	0	0	0	0	0	1700.55	1689.3	0	0	1793.35	1793.35	0	0	0	0	0	0	0	0	0	0
32	0	0	230.9	145.266	7.57058	3.21375	10.3752	5.03937	13.5206	7.07234	0	0	184.816	32.4542	202.195	35.6146	214.546	69.3737	37.9587	37.9496	0	0	91.1136	43.4973	94.3466	58.2154	100.179	62.481	51.5909	51.5803	0	0	154.163	64.388	109.477	77.0368	139.158	103.256	105.548	88.4181	0	0	256.038	149.786	171.939	171.939	212.669	100.769	201.964	85.5584	390.131	296.315	0	0	0	0	332.679	170.867	185.029	112.015	206.091	116.051	262.335	126.914	143.629	98.7841	0	0	147.041	146.728	249.727	185.275	274.29	155.533	243.763	141.577	0	0	0	0	238.514	238.212	274.02	198.967	356.938	221.074	230.149	164.601	606.359	441.028	0.912377	0.890801	0	0	0	0	195.054	195.054	870.711	709.465	820.562	630.909	708.328	560.896	834.037	612.68	512.99	511.547	0	0	0	0	0	0	0	0	1047.02	829.587	1018.08	782.755	600.514	598.44	0	0	0	0	0	0	1154.19	752.993	1217.82	887.386	1258.94	1027.17	0	0	0	0	978.405	978.405	1516.24	1507.49	1336.72	1281.15	1.55473	1.48229	0	0	0	0	1878.16	1579.25	1721.57	1741.94	0	0	0	0	0	0	2231.58	2231.58	0	0	0	0	0	0
33	0	0	235.753	148.052	7.51837	3.23235	10.4544	5.05465	13.5472	7.06714	0	0	188.823	32.6361	203.252	35.971	205.204	75.1228	40.074	40.0725	0	0	91.2483	44.1544	108.547	60.4023	102.75	65.0851	55.6539	55.6062	0	0	139.41	64.0141	115.654	95.2286	183.5	106.947	221.863	101.248	0	0	268.204	136.135	0	0	212.452	100.559	225.58	92.4939	0	0	0	0	0	0	190.76	173.413	226.857	107.008	178.507	115.495	251.2	123.916	259.958	97.0546	0	0	156.801	156.371	347.577	197.347	258.725	155.912	222.261	143.387	303.008	302.687	0	0	269.814	269.649	273.228	202.514	376.177	234.753	234.879	168.4	615.58	422.137	1.29114	1.22283	0	0	0	0	195.855	195.855	876.195	640.5	831.25	612.245	791.126	540.038	815.151	638.476	851.56	669.407	0	0	0	0	0	0	0	0	939.504	719.659	1071.53	613.837	1062.71	805.525	0	0	0	0	703.039	703.039	1016.46	723.339	1174.51	896.191	1462.09	1459.78	0	0	993.7	993.7	1349.9	1349.9	1291.02	1051.36	1441.53	1296.31	1531.75	1517.89	0	0	0	0	1624.48	1614.98	1920.3	1920.3	0	0	0	0	2153.92	2053.07	2255.22	2255.22	2186.23	2186.23	0	0	0	0
34	0	0	243.09	151.174	7.70094	3.26841	10.519	5.12137	13.3582	6.98604	0	0	187.335	33.1116	196.659	35.2831	261.931	92.6152	42.6412	42.6239	0	0	94.5788	46.2579	110.311	61.2937	129.194	70.4822	61.0296	60.98	0	0	149.109	60.3401	87.2162	86.5409	158.879	108.495	82.2487	72.8473	169.19	159.542	116.827	105.929	0	0	218.526	99.9909	239.806	90.2616	0	0	0	0	0	0	376.107	218.435	165.93	103.091	194.489	115.991	246.674	133.427	174.257	77.88	0	0	169.506	168.447	300.145	183.692	264.011	157.196	220.612	148.141	377.856	374.789	0	0	320.972	319.829	286.982	216.986	393.889	236.227	242.375	172.541	613.804	415.316	1.62816	1.62816	0	0	0	0	0	0	855.369	626.836	792.495	640.742	773.777	556.514	883.875	621.75	0	0	0	0	0	0	0	0	0	0	547.366	545.411	958.265	632.922	1.29511	1.43171	0	0	0	0	1110.13	862.823	1168.41	877.602	1265.24	950.976	1552.09	1552.09	0	0	1356.51	1356.51	0	0	1433.3	1429.57	1394.9	1392.22	1500.89	1472.37	0	0	0	0	1701.09	1690.48	1837.47	1837.49	0	0	0	0	2182.75	2189.33	0	0	0	0	0	0	0	0
35	0	0	248.421	154.158	7.67362	3.27164	10.7156	5.19126	12.3559	6.86423	0	0	172.37	31.1333	205.191	35.857	196.365	85.3523	45.7685	45.7474	0	0	104.469	45.0401	107.158	61.4141	132.957	61.6465	68.5739	68.5117	0	0	118.116	65.7982	39.4085	70.2277	194.148	113.407	110.644	97.0431	263.417	128.079	148.374	126.588	0	0	201.588	95.8008	206.91	82.079	0	0	159.552	159.576	0	0	202.537	171.53	164.807	115.907	186.052	118.084	302.195	139.636	78.171	77.445	0	0	186.257	184.571	304.889	188.147	242.516	157.133	237.722	152.342	648.811	559.662	0	0	423.199	418.717	357.151	229.558	397.026	238.566	247.739	176.679	549.133	433.304	498.482	494.485	0	0	0	0	0	0	868.712	661.456	898.546	727.947	840.374	653.928	765.525	586.557	0	0	0	0	0	0	0	0	0	0	912.567	704.067	937.582	707.215	1.392	1.43171	0	0	0	0	0	0	1196.42	869.112	1296.66	1141.78	1117.15	760.14	0	0	0	0	1478.11	1478.11	1622.66	1604.15	1493.48	1485.64	1.34732	1.48229	0	0	0	0	1890.66	1891.38	1750.98	1748.94	0	0	0	0	0	0	2174	2174	0	0	0	0	0	0
36	0	0	254.09	157.381	7.43691	3.25594	10.5547	5.16032	12.2526	6.87273	0	0	169.986	31.7342	201.323	34.5856	344.079	133.881	49.5106	49.4762	0	0	95.6095	45.0461	109.453	62.3881	55.8544	53.1797	80.1288	79.7831	0	0	179.702	68.5024	104.294	84.0181	203.92	111.531	206.37	137.607	92.5772	92.5562	301.992	131.845	0	0	233.666	104.779	141.362	75.7553	0	0	176.605	176.222	0	0	396.046	176.107	250.424	122.011	195.514	119.122	311.373	123.692	109.096	87.2752	0	0	209.957	207.284	309.465	193.67	238.352	160.469	255.866	157.362	0	0	0	0	736.193	632.345	362.349	228.667	377.372	242.32	253.231	181.068	676.658	495.73	697.842	532.286	0	0	0	0	0	0	883.768	697.033	486.301	483.272	875.571	703.539	850.885	552.673	0	0	0	0	0	0	0	0	0	0	997.445	646.676	1047.08	755.913	1.29238	1.43171	0	0	0	0	0	0	1245.71	953.643	1371.78	1361.59	1163.79	918.468	0	0	0	0	1364.38	1364.38	1524.98	1501.72	1615.26	1614.28	1.35234	1.48229	0	0	0	0	1743.15	1740.71	1832.55	1833.28	0	0	0	0	2108.34	2111.99	2120.6	2120.62	0	0	0	0	0	0
37	0	0	258.571	160.998	7.61873	3.27553	10.9226	5.2308	13.0936	6.9481	0	0	181.295	31.7609	171.578	31.985	295.834	126.783	54.2404	54.207	0	0	97.7469	46.0578	105.216	61.189	70.63	62.7292	103.241	102.375	0	0	114.975	56.0613	383.714	269.63	207.593	119.242	278.75	126.646	102.961	102.865	83.7123	83.6923	0	0	224.204	92.801	161.404	83.3424	0	0	227.525	225.627	0	0	110.495	110.47	177.369	111.474	178.375	120.235	188.502	100.282	253.039	94.3296	0	0	250.837	243.691	310.331	192.824	254.634	168.892	252.299	156.291	0	0	0	0	0	0	323.134	231.021	366.524	250.292	258.509	185.948	616.085	432.993	732.189	548.475	389.474	389.119	0	0	0	0	870.482	671.601	792.052	615.016	0	0	835.858	649.056	0	0	0	0	0	0	0	0	0	0	1028.56	764.955	1004.77	776.893	490.35	487.904	0	0	0	0	748.854	740.837	1207.86	986.087	1130.14	871.724	0	0	956.5	956.5	0	0	0	0	1419.65	1062.69	1545.08	1437.52	1.35889	1.48229	0	0	0	0	1728.89	1734.95	1960.96	1920.65	0	0	1930.02	1930.02	2069.02	2069.02	0	0	0	0	0	0	0	0
38	0	0	265.77	165.153	7.92363	3.31741	10.5733	5.22173	12.8006	6.99167	0	0	159.888	30.9693	180.321	33.3377	410.657	183.312	60.4933	60.4449	0	0	96.3058	45.2292	114.624	62.2546	102.463	68.1332	215.952	157.948	0	0	104.034	58.5104	113.206	113.863	192.383	105.838	51.9908	52.0064	118.337	118.068	89.0502	88.9346	0	0	150.966	87.4979	159.145	86.103	0	0	418.433	326.523	0	0	117.056	117.027	183.957	116.998	183.96	123.536	146.854	101.928	171.211	84.1855	0	0	464.652	313.371	270.746	190.251	269.665	175.526	226.08	159.134	0	0	0	0	0	0	348.491	243.847	394.654	265.052	265.252	191.52	655.359	477.487	456.645	452.839	444.401	435.897	0	0	0	0	860.185	660.348	778.257	538.468	632.886	631.66	0	0	0	0	0	0	0	0	0	0	0	0	1070.05	845.086	976.186	745.04	868.208	619.045	0	0	0	0	1259.51	1259.51	1220.58	912.041	1287.8	1003.03	1248.99	1086.39	1323.98	1323.98	0	0	0	0	1387.86	1156.55	1422.72	1137.25	1652.82	1670.4	0	0	0	0	1836.6	1836.6	1801.37	1801.37	0	0	0	0	2146.65	2146.65	0	0	0	0	0	0	0	0
39	0	0	273.966	169.599	7.79142	3.29829	10.6941	5.22134	12.8553	6.91017	0	0	187.747	33.1875	182.493	34.2406	376.907	135.495	69.1673	69.055	0	0	97.7187	43.8517	121.138	65.2364	124.978	76.8309	0	0	0	0	135.218	60.6132	244.262	244.262	179.919	115.338	53.5817	53.58	145.964	145.242	95.82	95.7997	0	0	195.375	91.4048	254.323	90.3131	0	0	0	0	0	0	125.212	125.128	208.493	121.468	193.361	127.423	161.785	110.252	85.4308	84.0874	0	0	302.157	299.474	257.8	207.395	276.531	180.089	248.42	165.443	0	0	0	0	0	0	376.416	252.725	411.381	278.903	273.281	197.511	683.092	503.432	770.916	665.987	666.101	504.259	0	0	0	0	879.094	660.886	831.116	643.355	933.223	795.773	738.577	738.577	0	0	0	0	539.493	539.493	0	0	0	0	1028.33	750.338	1010.71	764.73	1013.83	763.788	0	0	0	0	0	0	1196.21	922.711	1247.98	1023.73	1194.29	955.917	0	0	0	0	956.423	956.423	1263.92	1044.96	1370.42	1177.33	1.38466	1.48229	0	0	0	0	1803.56	1803.81	1749.5	1749.51	0	0	2101.5	2101.5	0	0	0	0	0	0	0	0	0	0
40	0	0	284.471	174.188	7.68313	3.29017	10.8416	5.25694	12.8262	6.94659	0	0	180.123	32.1916	200.527	35.6081	341.174	121.754	82.8155	82.5103	0	0	98.6129	42.894	116.461	65.4843	129.715	83.0404	0	0	0	0	149.447	59.7735	133.458	133.458	251.953	132.816	56.3671	56.0288	291.106	211.838	104.661	104.623	0	0	202.345	92.4324	110.625	76.2112	0	0	0	0	0	0	135.779	135.695	197.736	125.669	205.64	130.635	199.413	117.152	87.7166	86.1525	0	0	564.552	428.903	360.607	218.903	271.127	186.914	260.198	170.347	0	0	0	0	475.604	473.617	359.78	262.966	437.512	288.624	283.498	203.946	662.788	461.524	365.48	363.382	805.233	694.703	0	0	0	0	838.395	648.584	858.851	665.465	877.082	704.095	875.788	594.005	0	0	0	0	840.596	654.047	0	0	0	0	944.341	696.347	1007.07	780.647	1063.67	849.686	5.53624	5.53624	0	0	1394.1	1394.1	1217.84	955.702	1158.24	885.721	1358.56	1133.33	1330.74	1330.74	0	0	1308.74	1105.5	1406.69	1269.34	1470.29	1454.24	1423.28	1174.35	0	0	1738.02	1738.02	1832.38	1822.07	1837.99	1837.99	0	0	0	0	0	0	2187.32	2167.26	0	0	2246.01	2246.01	0	0
41	0	0	290.442	179.096	7.80395	3.3145	10.7722	5.24636	12.6559	6.95601	0	0	193.359	33.0154	170.699	33.4593	116.062	79.6619	110.415	108.829	0	0	92.884	42.7287	122.989	63.4233	151.812	92.504	0	0	0	0	131.068	57.805	88.4212	81.0703	164.85	106.574	68.3556	67.0057	0	0	116.545	116.365	123.823	124.448	113.254	91.6929	251.507	88.2928	0	0	0	0	0	0	149.817	149.745	262.761	128.226	193.032	133.141	197.194	118.841	95.2329	91.4123	0	0	0	0	312.443	222.241	295.482	196.742	256.838	173.848	423.038	422.039	0	0	757.699	757.699	407.751	284.575	443.819	300.782	289.643	210.893	745.791	573.726	425.702	422.98	0	0	0	0	647.571	647.571	833.006	640.864	498.255	497.456	0	0	797.157	635.072	0	0	0	0	0	0	0	0	0	0	1053.69	852.225	1049.97	841.879	1099.72	845.279	0	0	0	0	0	0	1311.64	1090.97	1234.81	948.135	1298.26	954.638	0	0	0	0	0	0	1441.19	1351.25	1328.63	1088.88	1.46578	1.48229	0	0	1637.19	1637.19	1817.4	1825.09	1779.2	1727.57	0	0	0	0	1941.04	1941.04	2208.43	2211.81	0	0	0	0	0	0
