i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	H4_D	H4_T	H5_D	H5_T	H6_D	H6_T	He3_D	He3_T	alpha_D	alpha_T	He5_D	He5_T	He6_D	He6_T	He7_D	He7_T	He8_D	He8_T	Li4_D	Li4_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Li9_D	Li9_T	Li10_D	Li10_T	Be6_D	Be6_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	Be11_D	Be11_T	Be12_D	Be12_T	B7_D	B7_T	B8_D	B8_T	B9_D	B9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	B13_D	B13_T	B14_D	B14_T	B15_D	B15_T	B16_D	B16_T	C10_D	C10_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C15_D	C15_T	C16_D	C16_T	C17_D	C17_T	N11_D	N11_T	N12_D	N12_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	N17_D	N17_T	N18_D	N18_T	N19_D	N19_T	O13_D	O13_T	O14_D	O14_T	O15_D	O15_T	O16_D	O16_T	O16_1_D	O16_1_T	O17_D	O17_T	O18_D	O18_T	O19_D	O19_T	O20_D	O20_T	F14_D	F14_T	F15_D	F15_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	F20_D	F20_T	F21_D	F21_T	F22_D	F22_T	Ne16_D	Ne16_T	Ne17_D	Ne17_T	Ne18_D	Ne18_T	Ne19_D	Ne19_T	Ne20_D	Ne20_T	Ne21_D	Ne21_T	Ne22_D	Ne22_T	Ne23_D	Ne23_T	Na20_D	Na20_T	Na21_D	Na21_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Na25_D	Na25_T	Na26_D	Na26_T	Mg23_D	Mg23_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Mg27_D	Mg27_T	Al24_D	Al24_T	Al25_D	Al25_T	Al26_D	Al26_T	Al27_D	Al27_T	Al28_D	Al28_T	Si27_D	Si27_T	Si28_D	Si28_T	Si29_D	Si29_T	Si30_D	Si30_T	P29_D	P29_T	P30_D	P30_T
313	0	0	35.8008	2.99228	5.77235	2.20524	6.79397	3.13236	9.25078	4.18091	0	0	0	0	0	0	113.918	23.7669	299.383	30.5856	0	0	516.61	366.013	0	0	0	0	0	0	33.1937	33.193	0	0	0	0	0	0	0	0	0	0	0	0	279.883	279.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875.151	875.151	795.805	795.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849.625	634.758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441.614	268.874	0	0	660.376	618.563	305.743	305.743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	0	0	19.4228	2.90258	5.61178	2.19204	6.61002	3.13353	8.16573	4.1068	0	0	0	0	0	0	199.461	20.0245	155.681	23.2616	0	0	0	0	0	0	0	0	0	0	34.3678	34.3679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762.299	762.299	749.968	749.968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676.502	676.502	363.615	363.615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684.325	342.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	0	0	19.0837	2.90097	5.40218	2.1704	6.90948	3.16056	8.53778	4.12068	0	0	0	0	0	0	43.723	18.0066	120.421	22.9613	0	0	0	0	0	0	0	0	0	0	35.785	35.7727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301.906	235.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876.817	876.817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1066.46	1050.06	0	0	0	0	0	0	0	0	0	0	0	0	705.136	705.136	371.985	265.84	0	0	50.7169	50.7169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	0	0	18.1271	2.92129	5.46564	2.16726	6.93369	3.1731	8.64435	4.11542	0	0	0	0	0	0	251.518	24.598	157.875	26.8533	0	0	0	0	0	0	0	0	0	0	37.3778	37.3811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.056	626.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.391	230.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	0	0	28.121	2.9205	5.19937	2.16717	7.21753	3.19813	8.21286	4.08407	0	0	0	0	0	0	15.3108	13.2464	198.362	27.653	0	0	0	0	0	0	0	0	0	0	39.1503	39.1291	0	0	0	0	0	0	0	0	0	0	0	0	391.113	391.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	806.708	806.708	244.469	244.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409.299	409.299	702.245	689.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250.497	196.933	0	0	1203.4	1203.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	0	0	23.6	2.92413	5.58823	2.18667	7.21979	3.18457	8.44017	4.10065	0	0	0	0	0	0	15.6522	13.6289	178.119	27.0568	0	0	0	0	0	0	0	0	0	0	41.1895	41.1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990.959	990.959	786.154	779.364	0	0	0	0	0	0	0	0	0	0	0	0	655.762	655.762	854.838	516.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	0	0	25.6104	2.93626	5.30483	2.17048	7.58345	3.18538	8.29416	4.10135	0	0	0	0	0	0	16.5715	14.0604	267.884	31.3592	0	0	0	0	0	0	0	0	0	0	43.5901	43.5531	0	0	0	0	0	0	0	0	0	0	0	0	156.263	156.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807.493	807.493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541.889	321.597	0	0	284.112	284.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	0	0	14.588	2.90101	5.76045	2.20781	7.53466	3.17685	8.15532	4.07041	0	0	0	0	0	0	17.3715	14.5584	125.146	23.1577	0	0	0	0	0	0	0	0	0	0	46.6119	46.6053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590.564	590.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475.476	475.476	740.004	600.946	0	0	0	0	0	0	0	0	0	0	0	0	359.709	359.709	513.302	318.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530.573	530.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	0	0	22.5309	2.89528	5.66014	2.17259	6.69578	3.11725	8.2195	4.09265	0	0	0	0	0	0	244.464	23.3843	202.799	27.0987	0	0	0	0	0	0	0	0	0	0	50.5762	50.5467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730.385	664.604	876.443	876.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456.464	251.562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	0	0	15.1926	2.84247	5.01138	2.13408	7.41878	3.15636	7.91833	4.07142	0	0	0	0	0	0	19.6111	15.8251	78.2963	20.3147	0	0	0	0	0	0	0	0	0	0	55.815	55.7812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644.978	609.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872.045	366.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	0	0	16.0922	2.87142	5.27565	2.16731	6.27808	3.09778	7.91032	4.05885	0	0	0	0	0	0	21.2037	16.6511	156.344	26.2227	0	0	0	0	0	0	0	0	0	0	63.1206	62.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454.262	373.986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755.398	755.398	600.793	539.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415.767	265.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	0	0	26.7448	2.92491	5.24617	2.16779	6.68364	3.13844	8.09836	4.07662	0	0	0	0	0	0	23.6017	17.7196	268.549	33.9721	0	0	0	0	0	0	0	0	0	0	74.9052	74.6832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556.468	556.468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.796	312.796	546.942	546.942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984.915	984.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697.61	354.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	0	0	24.2981	2.91827	5.2546	2.18916	6.90543	3.16474	7.73361	4.06821	0	0	0	0	0	0	28.2944	19.2784	221.396	28.0923	0	0	0	0	0	0	0	0	0	0	216.486	118.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684.306	684.306	465.125	465.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727.938	686.104	720.57	720.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046.26	1035.03	0	0	0	0	0	0	0	0	0	0	0	0	811.522	811.522	341.237	249.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	0	0	25.2056	2.93306	5.76148	2.239	8.0681	3.22209	8.33141	4.10108	0	0	0	0	0	0	42.3364	22.1822	160.054	22.7348	0	0	0	0	0	0	0	0	0	0	202.242	202.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	882.156	882.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.188	583.188	263.414	263.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888.113	462.285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	0	0	21.8095	2.92364	5.76676	2.2205	7.8108	3.18339	8.07962	4.08369	0	0	0	0	0	0	213.105	29.9968	156.807	24.7435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877.717	877.717	743.005	743.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1016.03	1016.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359.398	247.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	0	0	37.7704	2.91069	5.91575	2.2344	7.40244	3.12851	8.07827	4.08397	0	0	0	0	0	0	30.7517	19.6206	105.762	24.0427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675.625	675.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815.857	815.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877.748	877.748	923.62	900.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871.336	428.75	0	0	3.47086	3.08522	0	0	0	0	0	0	0	0	0	0	0	0	1117.7	1163.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	0	0	28.0666	2.95416	6.15203	2.24696	6.89415	3.09314	7.59534	4.07508	0	0	0	0	0	0	58.9345	24.3771	285.642	35.847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.023	172.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033.07	1033.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606.267	306.474	0	0	483.132	483.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	0	0	19.2896	2.88465	5.8447	2.21808	7.12413	3.11159	8.48198	4.13985	0	0	0	0	0	0	228.199	28.5333	64.7057	19.7392	0	0	0	0	0	0	0	0	0	0	0	0	289.855	289.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769.237	753.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954.208	954.208	600.37	535.582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.154	329.967	0	0	379.005	372.245	0	0	0	0	0	0	0	0	0	0	0	0	466.764	466.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	0	0	20.6185	2.84927	5.77117	2.19057	7.09229	3.09192	8.10018	4.09673	0	0	0	0	0	0	33.5743	20.6028	48.3816	20.6847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852.387	852.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900.445	388.015	0	0	1186.67	1186.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	0	0	21.3507	2.87315	5.46884	2.17268	6.89333	3.08326	7.99193	4.09338	0	0	0	0	0	0	138.837	30.1564	124.665	26.3863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879.995	879.995	210.031	210.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973.078	973.078	646.863	646.107	0	0	0	0	0	0	0	0	0	0	0	0	432.353	284.901	0	0	1230.45	1230.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	0	0	27.7608	2.92262	5.39465	2.17776	7.18922	3.10043	8.00577	4.10398	0	0	0	0	0	0	168.147	23.3759	287.22	38.6216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250.116	250.022	614.45	476.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32918	4.32918	0	0	0	0	0	0	0	0	0	0	0	0	1117.74	1117.74	249.692	191.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	0	0	26.5122	2.89422	5.65793	2.18085	6.7304	3.08395	8.38209	4.13249	0	0	0	0	0	0	28.0944	20.4617	293.408	33.4064	0	0	0	0	0	0	0	0	0	0	0	0	1.53567	1.53567	0	0	0	0	0	0	0	0	362.634	362.634	271.738	271.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863.556	588.436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574.216	437.239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	0	0	16.6857	2.86493	5.66397	2.18186	7.00888	3.10143	8.84757	4.14723	0	0	0	0	0	0	32.9621	22.7475	190.754	24.5876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777.223	777.223	0	0	758.498	758.498	0	0	0	0	0	0	0	0	0	0	0	0	461.832	325.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	0	0	19.6308	2.83833	5.33917	2.15703	7.79096	3.12948	7.28407	4.06353	0	0	0	0	0	0	41.2724	26.3691	155.341	20.9937	0	0	0	0	0	0	0	0	0	0	355.957	355.957	375.101	375.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450.616	450.616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723.899	648.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945.558	945.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.364	143.98	0	0	3.53253	3.53253	0	0	0	0	0	0	0	0	0	0	0	0	692.923	692.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	0	0	26.5358	2.86374	5.61341	2.16668	7.04327	3.05568	8.51474	4.15511	0	0	0	0	0	0	63.8945	34.703	214.904	25.2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750.914	700.305	740.141	567.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400.016	400.016	1047.71	1032.57	0	0	0	0	0	0	0	0	0	0	0	0	745.711	745.711	401.305	320.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	0	0	29.6483	2.88973	5.47147	2.14638	6.62605	3.03798	8.65219	4.17135	0	0	0	0	0	0	335.007	74.5083	216.021	27.3803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691.53	691.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95959	3.95958	605.551	578.779	0	0	0	0	0	0	0	0	0	0	678.076	506.979	774.256	396.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	0	0	16.7825	2.82128	5.28152	2.13835	7.15163	3.05529	8.04154	4.14157	0	0	0	0	0	0	307.11	32.8093	65.9907	24.0087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996.864	996.864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.027	242.289	0	0	732.702	732.702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
