i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	H4_D	H4_T	H5_D	H5_T	H6_D	H6_T	He3_D	He3_T	alpha_D	alpha_T	He5_D	He5_T	He6_D	He6_T	He7_D	He7_T	He8_D	He8_T	Li4_D	Li4_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Li9_D	Li9_T	Li10_D	Li10_T	Be6_D	Be6_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	Be11_D	Be11_T	Be12_D	Be12_T	B7_D	B7_T	B8_D	B8_T	B9_D	B9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	B13_D	B13_T	B14_D	B14_T	B15_D	B15_T	B16_D	B16_T	C10_D	C10_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C15_D	C15_T	C16_D	C16_T	C17_D	C17_T	N11_D	N11_T	N12_D	N12_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	N17_D	N17_T	N18_D	N18_T	N19_D	N19_T	O13_D	O13_T	O14_D	O14_T	O15_D	O15_T	O16_D	O16_T	O16_1_D	O16_1_T	O17_D	O17_T	O18_D	O18_T	O19_D	O19_T	O20_D	O20_T	F14_D	F14_T	F15_D	F15_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	F20_D	F20_T	F21_D	F21_T	F22_D	F22_T	Ne16_D	Ne16_T	Ne17_D	Ne17_T	Ne18_D	Ne18_T	Ne19_D	Ne19_T	Ne20_D	Ne20_T	Ne21_D	Ne21_T	Ne22_D	Ne22_T	Ne23_D	Ne23_T	Na20_D	Na20_T	Na21_D	Na21_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Na25_D	Na25_T	Na26_D	Na26_T	Mg23_D	Mg23_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Mg27_D	Mg27_T	Al24_D	Al24_T	Al25_D	Al25_T	Al26_D	Al26_T	Al27_D	Al27_T	Al28_D	Al28_T	Si27_D	Si27_T	Si28_D	Si28_T	Si29_D	Si29_T	Si30_D	Si30_T	P29_D	P29_T	P30_D	P30_T
287	0	0	18.5259	3.00978	5.26931	2.1663	7.19579	3.18066	8.05707	4.21133	0	0	0	0	0	0	125.775	23.6264	86.0558	23.776	0	0	19.7644	19.7689	0	0	0	0	0	0	38.5125	32.7806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500.98	500.98	765.62	448.609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927.31	791.806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520.376	321.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	0	0	31.1251	3.08572	5.32461	2.1799	7.1049	3.17428	8.63475	4.24656	0	0	0	0	0	0	45.6155	22.2699	227.503	31.9746	0	0	20.1824	20.1818	0	0	0	0	0	0	42.6945	34.98	0	0	0	0	0	0	0	0	0	0	0	0	442.29	442.29	435.028	435.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294.957	253.158	332.955	292.96	317.865	317.865	0	0	0	0	0	0	0	0	778.729	778.729	0	0	364.663	363.673	764.864	745.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388.594	258.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289	0	0	34.1751	3.07814	5.19124	2.16883	7.53211	3.19951	8.43478	4.22223	0	0	0	0	0	0	187.326	30.6377	195.29	29.6295	0	0	20.6416	20.6314	0	0	0	0	0	0	49.8816	38.2519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56258	1.56258	0	0	0	0	0	0	0	0	0	0	0	0	702.085	702.085	790.316	671.552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960.847	857.927	809.922	714.153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500.928	292.768	0	0	955.507	955.507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	0	0	30.6453	3.05042	5.12539	2.16911	7.32149	3.18049	8.39953	4.22628	0	0	0	0	0	0	198.096	31.053	215.493	28.3552	0	0	21.1409	21.143	0	0	0	0	0	0	144.159	48.1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459.618	459.618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572.662	562.885	0	0	0	0	0	0	0	0	0	0	0	0	990.272	990.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492.317	283.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291	0	0	22.9232	2.99504	5.41146	2.18878	7.30396	3.15285	7.86628	4.19349	0	0	0	0	0	0	154.34	26.7105	110.898	23.7161	0	0	21.6641	21.6522	0	0	0	0	0	0	143.229	46.9511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872.917	872.917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949.857	949.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479.685	308.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	0	0	27.623	3.00142	5.26718	2.1865	7.01396	3.12617	8.06367	4.21802	0	0	0	0	0	0	181.27	22.0008	183.375	26.6977	0	0	22.2142	22.2156	0	0	0	0	0	0	25.4935	25.0378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701.532	678.272	602.238	416.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060.91	1029.22	0	0	0	0	0	0	0	0	0	0	0	0	955.094	902.243	418.266	265.825	0	0	449.072	449.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	0	0	21.419	2.99079	5.41229	2.22534	6.54128	3.08932	8.39278	4.23688	0	0	0	0	0	0	33.3765	18.7945	163.021	25.7198	0	0	22.7987	22.8057	0	0	0	0	0	0	25.8643	25.5454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00001	3.00001	0	0	0	0	0	0	0	0	0	0	0	0	1058.97	1058.97	0	0	810.802	810.802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517.578	284.728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	0	0	34.8491	3.01226	5.76558	2.23485	6.84097	3.11335	8.30246	4.24022	0	0	0	0	0	0	149.417	25.6989	191.155	24.4321	0	0	23.4194	23.4192	0	0	0	0	0	0	26.6501	26.1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751.542	740.253	571.59	420.627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965.459	947.001	437.915	437.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625.163	372.909	0	0	974.223	974.223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295	0	0	30.0087	3.02494	5.94535	2.23915	7.08738	3.12959	8.67957	4.2813	0	0	0	0	0	0	159.745	23.8093	151.324	24.7678	0	0	24.0987	24.0932	0	0	0	0	0	0	27.5058	26.732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761.969	632.977	792.246	674.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985.346	897.758	0	0	0	0	0	0	0	0	0	0	0	0	111.351	111.351	670.265	338.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	0	0	26.41	3.02074	5.50132	2.20096	7.06763	3.12614	9.86413	4.34387	0	0	0	0	0	0	165.77	23.4632	211.542	27.8593	0	0	24.8307	24.8304	0	0	0	0	0	0	27.9574	27.4177	0	0	0	0	0	0	0	0	0	0	0	0	403.742	403.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621.648	475.792	541.954	541.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873.677	709.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427.148	247.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	0	0	19.5771	2.96364	5.44229	2.19633	6.43815	3.09291	9.42535	4.24838	0	0	0	0	0	0	33.15	18.0871	122.32	24.7306	0	0	25.6464	25.634	0	0	0	0	0	0	28.9802	28.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560.572	432.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750.363	750.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825.594	376.409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	0	0	34.9729	3.04836	5.58503	2.21304	6.6005	3.12341	8.02144	4.17613	0	0	0	0	0	0	168.102	24.2964	252.356	33.5447	0	0	26.5602	26.5522	0	0	0	0	0	0	29.8815	28.9047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680.607	680.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519.765	519.765	693.144	692.628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637.947	637.947	644.275	531.827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313.315	221.062	0	0	944.165	944.165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	0	0	35.1747	3.00107	5.69219	2.2128	6.87559	3.13986	8.10914	4.17495	0	0	0	0	0	0	129.554	22.8631	209.717	27.0016	0	0	27.5577	27.5597	0	0	0	0	0	0	30.5576	29.7277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489.487	489.487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577.577	528.785	843.274	838.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060.23	1060.23	367.489	367.489	0	0	0	0	0	0	0	0	0	0	0	0	603.517	379.623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	0	0	13.847	2.92756	5.42218	2.18224	6.64479	3.1507	8.36084	4.21937	0	0	0	0	0	0	94.816	17.7552	84.8289	21.2539	0	0	28.6917	28.7022	0	0	0	0	0	0	32.0823	30.6593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816.062	816.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.793	463.238	798.655	798.655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619.205	313.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	0	0	24.0369	2.98249	5.33625	2.18699	7.51836	3.22837	8.85635	4.23462	0	0	0	0	0	0	23.9396	16.8975	108.099	24.1365	0	0	30.0019	29.9844	0	0	0	0	0	0	33.3586	31.7964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800.492	800.49	264.551	254.719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.525	357.525	1011.04	682.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935.391	348.448	0	0	734.497	734.497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	0	0	30.2562	3.03902	5.451	2.19773	7.34947	3.1958	9.04149	4.22235	0	0	0	0	0	0	28.2245	18.3903	237.045	33.0186	0	0	31.4519	31.4473	0	0	0	0	0	0	34.8413	33.0821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809.675	750.088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538.903	538.903	232.962	213.802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355.631	265.319	0	0	3.03886	3.03886	0	0	0	0	0	0	0	0	0	0	0	0	1048.72	1048.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	0	0	33.3746	3.02898	5.66534	2.22108	7.69324	3.198	8.79762	4.19702	0	0	0	0	0	0	36.4094	20.8709	210.307	29.8056	0	0	33.1025	33.0998	0	0	0	0	0	0	36.9273	34.6022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831.013	702.138	619.053	551.081	0	0	0	0	0	0	0	0	0	0	0	0	964.841	964.841	419.246	419.246	1040.55	1024.41	0	0	0	0	0	0	0	0	0	0	0	0	831.361	831.361	701.797	310.736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	0	0	31.3542	3.00699	5.37056	2.19207	7.65739	3.18826	8.49119	4.1684	0	0	0	0	0	0	163.146	30.4975	235.356	28.4276	0	0	35.0481	35.0236	0	0	0	0	0	0	39.2612	36.3797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818.351	802.524	367.395	367.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.52	148.52	947.501	659.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532.284	332.813	0	0	871.721	871.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	0	0	25.9772	3.00195	5.68399	2.21017	7.52548	3.15453	8.74895	4.1703	0	0	0	0	0	0	167.691	32.9211	196.997	28.5282	0	0	37.3587	37.3389	0	0	0	0	0	0	42.4363	38.6729	0	0	0	0	0	0	0	0	0	0	0	0	475.932	475.932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582.617	573.949	873.184	823.382	0	0	0	0	0	0	0	0	0	0	0	0	582.774	582.774	554.265	320.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	0	0	29.9638	2.98077	5.65244	2.20487	6.9195	3.09172	7.80341	4.12317	0	0	0	0	0	0	296.879	41.3953	205.646	29.06	0	0	40.2136	40.1888	0	0	0	0	0	0	153.572	47.8571	327.002	323.709	0	0	0	0	0	0	0	0	299.566	299.566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765.855	765.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876.545	697.726	359.536	359.536	0	0	0	0	0	0	0	0	0	0	0	0	387.824	258.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	0	0	26.5783	2.92013	5.27353	2.18072	6.77409	3.08883	8.10494	4.13789	0	0	0	0	0	0	171.934	16.2131	204.051	26.4985	0	0	43.744	43.6879	0	0	0	0	0	0	52.6924	45.6478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.22	282.307	0	0	0	0	0	0	0	0	0	0	0	0	1020.65	1020.65	959.349	959.349	1009.32	1006.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535.565	305.094	0	0	357.17	357.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	0	0	22.5193	2.89594	5.34369	2.18485	6.78557	3.07722	8.51096	4.16331	0	0	0	0	0	0	16.6708	13.2196	204.736	23.4339	0	0	48.2728	48.2545	0	0	0	0	0	0	63.9052	52.2403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781.292	781.292	557.48	407.563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535.525	535.525	795.523	608.223	0	0	0	0	0	0	0	0	0	0	0	0	1227.56	1227.56	434.786	313.553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309	0	0	19.7343	2.89042	5.43136	2.18896	6.24107	3.08189	8.32377	4.14444	0	0	0	0	0	0	17.9913	13.7483	169.786	21.7138	0	0	54.5237	54.4294	0	0	0	0	0	0	147.712	69.6327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692.095	692.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662.051	662.051	776.53	776.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926.229	926.229	771.454	556.379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399.194	279.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	0	0	19.5624	2.90973	5.37033	2.1965	6.65601	3.12338	8.09525	4.12762	0	0	0	0	0	0	19.8216	14.4139	172.497	23.6134	0	0	63.519	63.314	0	0	0	0	0	0	193.635	42.0075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634.128	634.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631.892	631.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1038.68	1038.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303.954	232.092	0	0	3.01942	3.01942	0	0	0	0	0	0	0	0	0	0	0	0	979.39	979.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	0	0	26.8456	2.9519	5.46022	2.19772	6.79767	3.13369	7.65092	4.1188	0	0	0	0	0	0	198.536	28.5302	175.942	24.8173	0	0	503.561	205.971	0	0	0	0	0	0	31.1116	31.0817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692.758	692.758	236.949	236.949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629.339	627.856	493.89	493.89	0	0	0	0	0	0	0	0	0	0	0	0	867.906	495.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	0	0	25.5184	2.94097	5.57461	2.20634	7.08047	3.14223	8.56452	4.17773	0	0	0	0	0	0	62.0723	18.119	168.009	23.9868	0	0	116.227	113.996	0	0	0	0	0	0	210.198	45.0304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844.05	820.59	327.51	323.937	0	0	0	0	0	0	0	0	0	0	0	0	958.753	958.753	245.947	245.947	1064.82	1064.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690.819	345.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
