i	j	k	Dose(Gy)	proton	proton_f	deuteron	deuteron_f	triton	triton_f	H4	H4_f	He3	He3_f	alpha	alpha_f	He6	He6_f	Li4	Li4_f	Li6	Li6_f	Li7	Li7_f	Li8	Li8_f	Li9	Li9_f	Be6	Be6_f	Be7	Be7_f	Be8	Be8_f	Be9	Be9_f	Be10	Be10_f	B8	B8_f	B9	B9_f	B10	B10_f	B11	B11_f	B12	B12_f	C10	C10_f	C11	C11_f	C12	C12_f	C13	C13_f	C14	C14_f	C16	C16_f	N12	N12_f	N13	N13_f	N14	N14_f	N15	N15_f	N16	N16_f	N17	N17_f	O14	O14_f	O15	O15_f	O16_1	O16_1_f	O16	O16_f	O17	O17_f	O18	O18_f	O19	O19_f	F16	F16_f	F17	F17_f	F18	F18_f	F19	F19_f	F20	F20_f	Ne17	Ne17_f	Ne18	Ne18_f	Ne19	Ne19_f	Ne20	Ne20_f	Ne21	Ne21_f	Ne22	Ne22_f	Na21	Na21_f	Na22	Na22_f	Na23	Na23_f	Na24	Na24_f	Mg24	Mg24_f	Mg25	Mg25_f	Mg26	Mg26_f	Al26	Al26_f	Al27	Al27_f	Al28	Al28_f	Si28	Si28_f	Si29	Si29_f	Si30	Si30_f	P30	P30_f
76	0	0	4.00423e-06	4.80799e-07	1548	3.54574e-07	846	1.43808e-07	326	0	0	1.11134e-07	60	1.12285e-06	526	0	0	0	0	4.89351e-08	24	2.04002e-08	8	0	0	0	0	0	0	1.23323e-08	2	0	0	0	0	0	0	0	0	0	0	5.38804e-08	5	2.58499e-08	5	0	0	0	0	4.14228e-08	4	4.93046e-07	27	1.72298e-07	9	2.99229e-08	3	0	0	0	0	0	0	9.19815e-08	3	6.44399e-07	18	0	0	0	0	0	0	0	0	0	0	2.81002e-09	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	0	0	3.58589e-06	4.75405e-07	1525	3.50731e-07	835	1.51043e-07	324	0	0	9.40134e-08	59	1.18671e-06	518	0	0	0	0	5.0662e-08	24	2.71891e-08	8	0	0	0	0	0	0	1.33143e-08	2	0	0	0	0	0	0	0	0	0	0	2.20623e-08	4	2.64759e-08	5	0	0	0	0	4.42305e-08	4	3.97862e-07	22	1.18834e-07	7	3.14859e-08	3	0	0	0	0	0	0	4.21892e-08	2	4.073e-07	14	7.81438e-10	1	0	0	0	0	0	0	0	0	3.66276e-09	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	0	0	3.28754e-06	4.55396e-07	1499	3.49025e-07	828	1.56059e-07	323	0	0	9.84462e-08	58	1.0554e-06	504	0	0	0	0	5.33878e-08	24	1.61536e-08	8	0	0	0	0	0	0	1.50718e-08	2	0	0	0	0	0	0	0	0	0	0	2.26564e-08	4	2.72031e-08	5	0	0	0	0	4.9385e-08	4	3.99421e-07	21	9.51803e-08	7	3.35012e-08	3	0	0	0	0	0	0	3.39827e-08	1	2.88596e-07	10	0	0	0	0	0	0	0	0	0	0	4.03687e-09	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	0	0	3.13832e-06	4.5808e-07	1481	3.61134e-07	824	1.4198e-07	316	0	0	1.11676e-07	57	9.67301e-07	492	0	0	0	0	5.65641e-08	24	1.13002e-08	7	0	0	0	0	0	0	1.72107e-08	2	0	0	0	0	0	0	0	0	0	0	2.41408e-08	4	2.73296e-08	5	0	0	0	0	5.64718e-08	4	3.16641e-07	19	9.62382e-08	6	3.55618e-08	3	0	0	0	0	0	0	5.73146e-08	1	2.65562e-07	7	0	0	0	0	0	0	0	0	0	0	3.9889e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	0	0	3.07964e-06	4.57145e-07	1464	3.5089e-07	811	1.45014e-07	314	0	0	1.09121e-07	57	1.0066e-06	488	0	0	0	0	6.15192e-08	24	1.14395e-08	7	0	0	0	0	0	0	2.02494e-08	2	0	0	0	0	0	0	0	0	0	0	3.09527e-08	5	2.80162e-08	5	0	0	0	0	7.34031e-08	4	3.31815e-07	16	1.16175e-07	6	3.93464e-08	3	0	0	0	0	0	0	4.09149e-09	1	1.63814e-07	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	0	0	2.80041e-06	4.36301e-07	1447	3.31422e-07	796	1.36466e-07	310	0	0	8.89475e-08	54	9.87245e-07	477	0	0	0	0	6.46416e-08	24	1.18284e-08	7	0	0	0	0	0	0	2.80426e-08	2	0	0	0	0	0	0	0	0	0	0	2.94999e-08	5	2.99191e-08	6	0	0	0	0	4.70586e-08	4	2.58801e-07	13	8.4153e-08	5	4.43555e-08	3	0	0	0	0	0	0	3.25305e-09	1	9.32395e-08	2	0	0	0	0	0	0	0	0	0	0	3.51081e-10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	0	0	2.64934e-06	4.25203e-07	1431	3.36746e-07	788	1.2934e-07	306	0	0	9.39724e-08	53	9.46239e-07	468	0	0	0	0	6.14135e-08	23	1.15431e-08	8	0	0	0	0	0	0	2.5972e-08	2	0	0	0	0	0	0	0	0	0	0	2.79102e-08	4	3.15582e-08	5	0	0	0	0	4.02604e-08	3	1.78053e-07	11	1.07396e-07	5	5.5149e-08	3	0	0	0	0	0	0	0	0	5.7835e-08	2	0	0	0	0	0	0	0	0	0	0	2.42913e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	0	0	2.65049e-06	4.3318e-07	1417	3.38235e-07	778	1.30178e-07	304	0	0	7.39565e-08	52	1.01053e-06	463	0	0	0	0	4.62577e-08	22	1.15259e-08	7	0	0	0	0	0	0	1.92773e-08	1	0	0	0	0	0	0	0	0	0	0	2.95756e-08	4	3.25696e-08	5	0	0	0	0	4.5445e-08	3	2.16387e-07	10	8.54839e-08	5	5.43816e-08	3	0	0	0	0	0	0	2.18319e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	3.31769e-09	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	0	0	2.46084e-06	4.28454e-07	1398	3.35396e-07	772	1.31801e-07	303	0	0	7.27192e-08	51	9.45935e-07	453	0	0	0	0	4.78848e-08	22	1.19563e-08	8	0	0	0	0	0	0	9.9722e-09	1	0	0	0	0	0	0	0	0	0	0	3.20054e-08	4	3.47895e-08	5	0	0	0	0	5.62614e-08	3	1.14413e-07	8	9.40155e-08	4	2.28125e-08	2	0	0	0	0	0	0	0	0	1.07212e-13	1	0	0	0	0	0	0	3.08156e-09	1	0	0	1.37148e-09	4	0	0	0	0	0	0	0	0	0	0	2.6858e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	0	0	2.34831e-06	4.0188e-07	1375	3.28346e-07	760	1.34183e-07	300	0	0	9.12131e-08	51	8.73655e-07	443	0	0	0	0	4.88119e-08	22	1.2119e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66345e-08	4	3.66355e-08	6	0	0	0	0	4.51251e-08	2	7.52892e-08	6	8.89945e-08	4	2.3991e-08	2	0	0	0	0	0	0	3.67313e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	1.10793e-10	2	0	0	1.2078e-14	1	0	0	0	0	0	0	3.58831e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0	0	2.29198e-06	3.96225e-07	1358	3.04347e-07	744	1.32031e-07	299	0	0	7.52921e-08	50	9.24769e-07	436	0	0	0	0	5.17297e-08	22	1.20078e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41902e-08	4	4.03206e-08	5	0	0	0	0	1.52169e-08	1	8.13143e-08	6	8.47066e-08	3	2.54159e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.58967e-10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	0	0	2.29726e-06	3.82671e-07	1342	2.92743e-07	734	1.27476e-07	296	0	0	1.03119e-07	50	9.06386e-07	430	0	0	0	0	5.34376e-08	22	1.23162e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.53656e-08	4	4.6412e-08	5	0	0	0	0	1.83457e-08	1	9.52699e-08	6	7.00948e-08	2	2.80913e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.77778e-10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	0	0	2.23357e-06	3.75584e-07	1333	2.85764e-07	726	1.2997e-07	294	0	0	7.16734e-08	48	8.84754e-07	420	0	0	0	0	5.78756e-08	22	1.25012e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9199e-08	3	6.11994e-08	5	0	0	0	0	2.21759e-08	1	1.24245e-07	5	3.38514e-08	2	3.0538e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40584e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	0	0	2.24525e-06	3.94092e-07	1321	2.8248e-07	716	1.31608e-07	291	0	0	8.62666e-08	48	8.61744e-07	412	0	0	0	0	6.6479e-08	22	1.25652e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57055e-08	3	2.57483e-08	4	0	0	0	0	3.20535e-08	1	1.32363e-07	5	4.08502e-08	1	3.55436e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08794e-11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	0	0	2.10111e-06	3.84855e-07	1311	2.63451e-07	706	1.28904e-07	290	0	0	7.73105e-08	47	9.26253e-07	407	0	0	0	0	5.34869e-08	21	1.25741e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.40458e-09	2	2.70453e-08	5	0	0	0	0	2.89084e-08	1	4.11471e-08	3	0	0	4.24765e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41033e-09	2	7.39501e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	0	0	2.06583e-06	3.72526e-07	1294	2.61391e-07	697	1.22375e-07	285	0	0	7.53528e-08	47	8.76794e-07	399	0	0	0	0	5.91558e-08	21	1.31178e-08	7	0	0	0	0	0	0	0	0	0	0	1.49727e-08	1	0	0	0	0	0	0	9.36037e-09	2	2.87124e-08	4	0	0	0	0	0	0	5.87109e-08	3	0	0	6.39342e-08	2	0	0	0	0	0	0	1.01027e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	5.03846e-09	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	0	0	1.89595e-06	3.52529e-07	1270	2.57341e-07	688	1.20208e-07	280	0	0	8.22475e-08	46	8.2881e-07	389	0	0	0	0	5.96958e-08	21	1.35614e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.69916e-09	2	2.98361e-08	4	0	0	0	0	0	0	2.67388e-08	2	0	0	2.08235e-08	2	0	0	0	0	0	0	2.82644e-09	2	0	0	0	0	0	0	0	0	0	0	0	0	4.22072e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	0	0	1.84783e-06	3.56489e-07	1260	2.70893e-07	684	1.21165e-07	280	0	0	8.34111e-08	45	7.69781e-07	379	0	0	0	0	5.3368e-08	20	1.36605e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.40484e-09	2	3.21271e-08	4	0	0	0	0	0	0	2.48669e-08	2	0	0	1.98756e-08	1	0	0	0	0	0	0	0	0	1.27251e-09	1	0	0	0	0	0	0	0	0	0	0	1.06435e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	0	0	1.88298e-06	3.44984e-07	1248	2.58608e-07	676	1.12682e-07	275	0	0	9.0719e-08	45	8.0131e-07	374	0	0	0	0	6.43998e-08	20	1.41737e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.61432e-09	2	3.6195e-08	4	0	0	0	0	0	0	3.12721e-08	3	0	0	2.46861e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.94434e-11	1	3.98065e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	0	0	1.91199e-06	3.48471e-07	1238	2.49533e-07	666	1.17378e-07	273	0	0	8.48826e-08	43	8.17722e-07	367	0	0	0	0	4.96581e-08	20	1.4134e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0269e-08	2	4.00914e-08	4	0	0	0	0	0	0	5.57791e-08	2	6.43766e-10	1	3.35027e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06681e-09	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	0	0	1.8725e-06	3.50621e-07	1233	2.65795e-07	663	1.14263e-07	269	0	0	5.45287e-08	41	7.91506e-07	359	0	0	0	0	5.62281e-08	19	1.40296e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06589e-08	2	5.03575e-08	4	0	0	0	0	0	0	4.55761e-08	2	0	0	3.65515e-08	1	0	0	0	0	0	0	3.71121e-15	1	0	0	0	0	0	0	0	0	0	0	0	0	1.53937e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	0	0	1.72227e-06	3.54781e-07	1219	2.55527e-07	656	1.16998e-07	269	0	0	6.74318e-08	41	7.06792e-07	348	0	0	0	0	5.61165e-08	19	1.4104e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08847e-08	2	4.94645e-08	4	0	0	0	0	0	0	0	0	3.06319e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80855e-10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	0	0	1.69311e-06	3.49293e-07	1206	2.47868e-07	646	1.13882e-07	266	0	0	7.22982e-08	41	6.99726e-07	344	0	0	0	0	5.21587e-08	18	1.4582e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10287e-08	2	3.27085e-08	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68097e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	1.06671e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	0	0	1.61554e-06	3.43409e-07	1193	2.36749e-07	636	1.15437e-07	264	0	0	5.22111e-08	39	6.43425e-07	334	0	0	0	0	5.5381e-08	18	1.47348e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10541e-08	2	4.56317e-08	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43297e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	9.4202e-10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	0	0	1.58638e-06	3.32698e-07	1176	2.31753e-07	630	1.1286e-07	262	0	0	5.57033e-08	40	6.85249e-07	332	0	0	0	1	4.74693e-08	17	1.50326e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09625e-08	2	1.09512e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94434e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	0	0	1.64795e-06	3.28919e-07	1161	2.28755e-07	623	1.07648e-07	257	0	0	4.50218e-08	39	7.51633e-07	326	0	0	0	0	5.96524e-08	17	1.58645e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20843e-08	2	1.08093e-08	2	0	0	0	0	0	0	6.53902e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16041e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	0	0	1.57634e-06	3.12492e-07	1146	2.23715e-07	615	1.17453e-07	257	0	0	4.69362e-08	39	7.11397e-07	319	0	0	0	0	4.32358e-08	17	1.63383e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22672e-08	2	1.09484e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39369e-09	1	0	0	0	0	0	0	0	0	0	0	1.9991e-09	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	0	0	1.54498e-06	3.19232e-07	1136	2.26392e-07	613	1.10922e-07	254	0	0	4.95316e-08	39	6.83234e-07	312	0	0	0	0	3.3226e-08	15	1.66733e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28986e-08	2	1.1614e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69277e-09	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	0	0	1.52313e-06	3.30156e-07	1131	2.20185e-07	605	1.00177e-07	249	0	0	5.22802e-08	39	6.6589e-07	304	0	0	0	0	3.46419e-08	15	1.72995e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37204e-08	2	1.18994e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03515e-09	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	0	0	1.5139e-06	3.08845e-07	1118	2.07935e-07	597	9.88763e-08	247	0	0	5.73765e-08	39	6.82861e-07	302	0	0	0	0	3.68096e-08	15	1.77893e-08	7	0	0	0	0	0	0	0	0	8.87927e-17	1	4.80268e-10	1	0	0	0	0	0	0	1.45042e-08	2	1.21663e-08	2	0	0	0	0	0	0	0	0	5.23051e-10	1	0	0	0	0	0	0	0	0	2.02919e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	0	0	1.41286e-06	3.00506e-07	1102	2.06675e-07	591	9.48808e-08	243	0	0	7.47311e-08	39	5.7265e-07	289	0	0	0	0	4.06696e-08	15	1.86005e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54616e-08	2	1.34506e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79224e-09	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	0	0	1.43829e-06	3.07447e-07	1094	2.14466e-07	589	9.67105e-08	241	0	0	8.60184e-08	39	5.67707e-07	285	0	0	0	0	4.26361e-08	15	1.96745e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6143e-08	2	1.28473e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34189e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	0	0	1.43537e-06	3.02339e-07	1081	2.36654e-07	588	9.98119e-08	240	0	0	4.49411e-08	36	5.82282e-07	282	0	0	0	0	3.25886e-08	14	3.04834e-08	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82857e-08	2	1.36098e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79655e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	0	0	1.39237e-06	2.96044e-07	1070	2.08551e-07	580	1.05726e-07	239	0	0	4.74726e-08	36	5.63709e-07	277	0	0	0	0	3.44479e-08	14	2.43823e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13384e-08	2	1.48307e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02989e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	0	0	1.46365e-06	2.91475e-07	1060	2.0557e-07	572	1.05081e-07	237	0	0	5.00474e-08	36	6.23092e-07	273	0	0	0	0	4.06918e-08	14	3.00003e-08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62982e-08	2	1.60371e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00558e-11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	0	0	1.49203e-06	2.87327e-07	1048	2.12785e-07	570	9.23516e-08	231	0	0	5.4329e-08	36	6.63403e-07	269	0	0	0	0	3.205e-08	14	1.48234e-08	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98509e-08	2	1.67699e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06421e-09	1	4.40622e-09	1	0	0	0	0	0	0	0	0	0	0	7.59416e-10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	0	0	1.3808e-06	3.06177e-07	1035	2.09028e-07	568	9.54545e-08	230	0	0	6.32455e-08	36	5.6676e-07	259	0	0	0	0	2.78074e-08	13	1.59821e-08	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55412e-09	1	1.90159e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53023e-09	1	0	0	0	0	0	0	0	0	0	0	9.42636e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
