i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	He3_D	He3_T	alpha_D	alpha_T	He6_D	He6_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	O14_D	O14_T	O15_D	O15_T	O16_1_D	O16_1_T	O16_D	O16_T	O17_D	O17_T	O18_D	O18_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	Ne20_D	Ne20_T	Ne22_D	Ne22_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Al26_D	Al26_T	Si29_D	Si29_T	P29_D	P29_T
0	0	0	74.1954	71.861	1.90759	1.79518	0	0	0	0	0	0	227.327	70.8988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2427	34.2427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.7796	59.7801	0	0	254.407	254.434	81.7268	80.9685	73.7516	73.622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	75.4992	73.6656	2.50483	2.14428	0	0	0	0	0	0	400.272	95.4434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3513	34.3512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.1573	60.1602	0	0	284.332	283.222	81.6813	81.3156	74.2658	74.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	75.5107	74.0228	11.1542	3.30225	0	0	0	0	0	0	8.44448	7.70952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.5673	34.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.54	60.5387	0	0	380.895	375.816	82.3762	82.0129	74.8017	74.6205	46.0023	46.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	77.6316	74.4644	5.33381	3.12404	24.142	18.4551	0	0	0	0	8.39592	7.77788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.7951	34.7938	0	0	0	0	43.6552	43.6552	384.536	312.948	0	0	0	0	4.53041	5.00097	60.9283	60.9258	0	0	730.901	667.203	83.0603	82.7888	75.3642	75.1482	389.916	365.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	75.9109	74.4055	10.5031	3.04141	7.01815	6.67698	0	0	0	0	8.43503	7.84105	5.27754	5.27754	15.9965	15.9965	0	0	0	0	0	0	0	0	0	0	0	0	35.0173	35.0185	0	0	0	0	43.8286	43.8367	0	0	0	0	0	0	0	0	61.3343	61.335	0	0	0	0	84.2878	83.6013	75.9667	75.7015	0	0	0	0	0	0	0	0	0	0	398.319	398.319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	77.9938	75.0499	2.76436	2.10741	4.29587	4.26463	0	0	6.91556	6.91556	8.5703	7.88929	5.28128	5.28127	16.0622	16.0624	0	0	0	0	0	0	0	0	0	0	0	0	35.2483	35.2503	0	0	0	0	44.9657	45.0018	0	0	0	0	0	0	0	0	61.7482	61.7493	0	0	0	0	85.1915	84.4663	76.6168	76.2517	0	0	0	0	0	0	0	0	0	0	491.242	484.435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	80.7961	75.65	4.39188	2.59757	17.3386	5.80132	0	0	6.93983	6.93979	8.2862	7.9371	5.28882	5.28879	16.1892	16.1889	0	0	0	0	0	0	0	0	0	0	0	0	35.4873	35.4864	0	0	0	0	46.1201	46.0235	0	0	0	0	0	0	59.2199	59.2181	61.8803	61.9304	0	0	0	0	241.345	100.241	77.3978	76.8384	380.108	308.007	0	0	1.65173	1.65173	0	0	0	0	905.447	835.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	79.4024	75.8899	8.90001	3.04892	7.62484	4.44001	3.11257	3.11257	488.005	135.751	75.6985	26.6424	5.29675	5.29677	15.3274	15.1592	0	0	0	0	0	0	0	0	0	0	0	0	35.7256	35.7265	0	0	0	0	46.2858	46.0187	0	0	0	0	0	0	61.5966	61.4722	61.5824	61.5659	0	0	0	0	269.733	152.939	78.6581	77.4865	0	0	0	0	0	0	458.278	458.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	82.9219	76.2813	5.01824	2.74466	17.4547	7.08547	3.12926	3.12924	7.00965	7.01009	406.943	56.0031	5.3049	5.3049	14.7372	14.7024	0	0	0	0	0	0	0	0	0	0	0	0	35.9644	35.9662	0	0	0	0	74.202	48.8788	0	0	0	0	0	0	64.1254	63.7353	232.123	89.2005	0	0	0	0	545.801	221.403	79.5999	78.0284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	79.6031	76.0697	10.4914	3.24283	7.09954	5.2189	5.3216	4.37286	7.04981	7.0499	37.8946	14.3443	5.31337	5.31343	15.1119	14.7939	0	0	0	0	0	0	0	0	0	0	0	0	36.2154	36.2163	0	0	0	0	46.4107	46.2769	0	0	0	0	0	0	67.6363	65.858	518.249	152.214	0	0	0	0	87.2079	86.7096	78.6791	78.4837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	79.3613	76.0256	4.23396	2.3445	4.94721	3.7345	7.75223	6.76545	35.755	18.9085	65.9613	18.2541	5.32119	5.32119	15.18	14.8925	0	0	0	0	0	0	0	0	0	0	173.432	173.232	36.4791	36.4793	0	0	0	0	47.0603	46.5977	0	0	0	0	0	0	90.5591	77.8727	63.0041	62.8528	0	0	0	0	88.469	87.6675	79.3285	79.096	220.546	220.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	0	80.6027	76.5872	9.60877	2.94164	12.026	5.03313	10.6181	8.62764	58.7715	31.0702	315.821	24.9469	5.32875	5.32862	15.371	14.9902	0	0	0	0	0	0	0	0	0	0	231.389	227.545	36.7322	36.7339	0	0	0	0	47.2382	46.917	154.915	154.916	0	0	0	0	95.4218	79.7749	63.2562	63.2861	0	0	0	0	89.42	88.6593	80.0257	79.7279	239.85	239.585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	81.9697	76.8426	9.81373	2.76445	6.96456	4.5233	26.8857	12.9745	357.229	81.7998	25.6557	16.177	5.33665	5.33665	15.328	15.0893	40.6338	38.5782	0	0	0	0	0	0	49.5831	49.5831	444.77	412.541	36.9906	36.9921	0	0	0	0	47.516	47.2348	168.248	168.111	0	0	0	0	103.633	81.839	63.7632	63.7279	0	0	0	0	90.2305	89.6852	80.8014	80.4216	268.071	267.799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	81.8229	76.6249	5.2482	2.62657	10.3558	4.49684	3.03707	2.87445	14.8155	13.4572	27.8951	17.5596	5.34414	5.34412	15.525	15.2009	42.408	39.9377	0	0	0	0	0	0	50.4277	50.445	0	0	37.2654	37.2627	0	0	0	0	47.9855	47.7106	193.356	193.058	0	0	0	0	107.448	83.5315	64.2412	64.1833	0	0	0	0	91.3216	90.7484	81.6564	81.1203	311.132	310.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	83.175	77.3073	9.2956	2.77984	5.57046	3.86479	2.90504	2.77007	16.9651	15.0333	34.794	19.2224	5.35176	5.35181	22.1695	21.2162	45.8137	42.5687	0	0	0	0	0	0	51.9583	51.9578	0	0	37.5463	37.5475	0	0	0	0	48.3861	48.043	236.959	235.827	0	0	0	0	121.707	91.1372	64.7033	64.648	0	0	0	0	92.6819	91.8715	82.6569	81.8096	388.638	384.709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	87.2923	77.8693	5.77139	2.45105	13.7892	5.52581	5.91198	3.67076	248.766	30.2485	78.5599	26.7042	5.36072	5.36121	13.3482	13.3483	51.0308	46.1787	0	0	0	0	46.5663	46.5663	53.6775	53.698	0	0	37.8362	37.837	0	0	0	0	48.7783	48.3894	348.758	340.75	0	0	0	0	142.843	96.8956	106.629	84.3862	0	0	0	0	93.8284	93.0277	84.4801	82.6357	587.545	571.536	0	0	0	0	0	0	558.136	555.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0	0	91.3515	78.3683	4.79884	2.18817	5.42335	3.43343	6.52216	3.99273	24.8338	18.8808	243.479	38.8667	5.36938	5.36941	13.4105	13.4106	57.7352	51.2699	0	0	0	0	0	0	55.5038	55.4979	0	0	38.1462	38.1493	0	0	0	0	48.8742	48.7416	632.64	597.729	0	0	0	0	197.233	112.59	126.919	97.1068	0	0	0	0	93.9642	92.7985	85.4947	83.3226	982.848	918.856	226.021	225.843	0	0	0	0	927.739	869.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	0	0	89.3349	77.229	5.29397	2.76205	10.4589	3.86231	7.3924	4.13705	196.139	36.5768	222.483	32.1461	5.37699	5.37704	13.4778	13.4779	71.6041	59.9644	0	0	0	0	0	0	57.5888	57.5762	0	0	38.4678	38.4697	0	0	0	0	49.3096	49.1044	0	0	0	0	0	0	286.95	132.292	137.729	102.148	0	0	0	0	94.2318	93.2952	87.0483	84.0661	0	0	245.095	244.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	86.0367	76.5931	5.96808	2.55235	5.62077	3.19958	9.00873	4.45814	19.1242	14.4225	137.448	24.7526	5.38509	5.38479	13.5459	13.5447	116.538	84.5861	0	0	0	0	0	0	60.104	60.1043	0	0	38.7823	38.7812	0	0	0	0	49.9309	49.8131	0	0	0	0	0	0	171.686	120.813	156.401	109.093	0	0	0	0	96.1874	94.5335	85.1698	84.503	0	0	273.649	273.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0	0	86.8882	79.3207	8.76993	2.96824	8.73907	3.43038	12.7895	5.13132	21.4175	15.6506	148.049	24.552	5.39376	5.39384	13.6072	13.6069	205.176	86.9367	0	0	0	0	0	0	62.9686	62.9687	0	0	39.0965	39.0959	0	0	0	0	50.5052	50.2892	0	0	0	0	0	0	219.433	135.103	188.995	120.012	0	0	0	0	97.2729	95.8535	85.2207	85.2125	0	0	306.526	302.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	0	0	89.3797	80.1416	6.02252	2.5363	6.53636	3.24438	24.0049	5.76123	24.6208	17.2268	39.6967	21.4049	5.40265	5.40271	13.6745	13.6728	36.9616	36.9655	0	0	0	0	0	0	66.2298	66.1944	0	0	39.4262	39.4272	0	0	55.3425	55.3425	51.0625	50.7081	55.9947	55.9947	0	0	0	0	360.679	166.379	254.684	140.857	0	0	0	0	98.8152	97.2374	86.0377	86.0296	279.595	261.857	332.821	312.517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	0	0	90.9826	80.7675	5.44699	2.47955	3.63674	3.22074	8.53919	3.94842	32.35	19.7684	156.444	24.7033	5.41136	5.41138	30.2386	23.2304	38.5329	38.5589	0	0	0	0	0	0	70.0376	70.0442	158.351	158.047	39.7541	39.7567	0	0	55.8075	55.8079	51.4116	51.1313	56.3379	56.3356	0	0	0	0	273.268	128.262	504.2	201.59	0	0	0	0	100.526	98.6998	86.8587	86.8496	0.666345	0.666345	475.762	411.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	91.4604	80.1053	4.10075	2.40883	10.7172	5.21876	7.43756	5.36468	192.451	32.6511	33.2282	19.3875	5.4201	5.42008	33.0055	27.0162	50.9238	49.3246	0	0	0	0	0	0	74.7197	74.7168	194.508	193.146	40.0725	40.07	0	0	92.1616	83.3892	52.401	51.7385	56.8206	56.8217	0	0	0	0	413.386	145.605	70.4309	70.2614	0	0	0	0	101.928	100.25	87.7295	87.7179	189.228	173.102	648.642	458.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0	0	89.3361	81.8226	6.16336	2.6474	3.80365	2.99818	21.5334	9.5872	95.3377	26.2661	132.114	29.6306	5.42926	5.42938	33.8225	27.3476	56.6799	54.1832	0	0	0	0	0	0	80.5724	80.5447	347.096	325.513	40.4259	40.4262	0	0	95.6728	82.9201	96.4363	68.6623	111.591	82.6957	0	0	0	0	74.5061	74.1993	71.3262	71.2026	0	0	0	0	103.876	101.858	88.6488	88.6378	102.745	102.771	349.713	348.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	0	0	90.6019	82.7738	7.26257	2.60236	3.97086	3.04032	2.93017	2.56519	174.465	26.8392	138.101	30.2145	5.43848	5.43845	34.4787	26.2179	66.4648	61.6251	0	0	0	0	0	0	88.2275	88.1715	596.574	529.462	40.7998	40.7984	0	0	91.9124	76.8879	114.279	73.5253	144.586	103.007	0	0	0	0	75.5685	75.1362	72.0239	71.8606	0	0	0	0	105.653	103.563	89.5205	89.5083	102.829	102.649	455.839	451.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	93.5957	83.7611	4.88542	2.47884	4.13181	3.11015	4.05674	2.88506	281.323	41.3988	201.584	39.5369	5.44747	5.44745	37.4191	27.672	87.8139	76.5771	0	0	0	0	0	0	99.0693	98.8672	0	0	41.1539	41.1539	0	0	98.6669	80.3193	147.701	82.7958	172.508	116.339	0	0	0	0	76.671	76.2776	72.9407	72.5686	0	0	0	0	108.205	105.386	90.4811	90.4676	104.23	104.085	799.473	739.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	0	0	93.7762	84.3241	6.44558	2.5159	4.42898	3.2277	7.87021	4.15992	230.853	24.0557	308.21	45.8884	5.45772	5.45751	38.3354	26.99	181.344	115.053	0	0	27.0317	27.0317	0	0	116.001	115.535	0	0	41.5042	41.5054	0	0	106.957	84.6375	257.126	98.3305	247.336	143.957	0	0	0	0	77.607	77.2462	73.5098	73.3137	0	0	0	0	110.534	107.331	91.4462	91.4314	105.836	105.671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	0	0	94.1274	84.9543	6.12307	2.58279	5.94639	3.6664	20.572	5.93748	41.0122	19.8667	338.079	38.9429	5.46781	5.4675	44.0984	28.4638	56.5869	56.5758	0	0	27.2591	27.2592	0	0	148.641	147.379	0	0	41.8899	41.8876	0	0	118.588	90.3947	77.613	67.5104	453.807	185.132	0	0	311.993	311.998	87.6744	82.6855	74.3711	74.0683	0	0	0	0	111.238	107.615	92.5162	92.5008	107.566	107.347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	0	0	94.3116	85.1277	6.98648	2.42869	8.59996	4.04085	21.9348	4.32709	211.444	27.0385	32.0081	18.0063	5.477	5.477	54.4614	32.0375	63.3348	63.1438	0	0	27.5208	27.5208	0	0	305.042	274.203	0	0	42.3078	42.3093	0	0	137.867	98.8902	81.7961	69.4365	60.4553	60.4443	0	0	388.269	381.952	93.7733	85.6932	75.0355	74.8506	0	0	0	0	207.786	119.056	93.5217	93.5012	109.218	109.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	0	0	95.7096	85.7745	4.66648	2.17831	12.3743	4.34907	2.85604	2.61557	166.521	28.6765	53.0318	22.0049	5.48611	5.48617	82.6975	38.559	73.62	73.467	0	0	26.5768	26.4418	0	0	159.549	136.033	0	0	59.6414	56.2595	0	0	171.671	113.165	86.4215	71.3872	61.1279	61.1123	0	0	706.229	661.603	98.1628	87.6784	75.9642	75.6644	0	0	0	0	114.869	110.904	94.6502	94.6252	111.302	110.978	0	0	0	0	0	0	307.904	307.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	96.8863	86.742	3.42985	2.11224	8.52128	3.78584	2.98113	2.68856	182.458	26.6653	188.796	29.3893	5.4952	5.49534	156.766	38.2141	93.1887	92.5392	0	0	25.8042	25.4668	32.0472	32.0472	0	0	0	0	62.1315	58.3301	0	0	266.144	147.082	106.134	81.4672	61.8341	61.8347	0	0	0	0	104.588	90.3236	76.8115	76.4985	0	0	0	0	118.445	113.394	95.7924	95.7632	113.117	112.915	0	0	0	0	0	0	346.248	345.978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	0	0	98.0526	87.6615	4.89578	2.20636	5.01826	3.29831	3.04292	2.72321	179.865	26.8791	44.2372	21.4625	5.50434	5.50445	16.7061	16.5854	190.994	168.874	0	0	25.5971	25.6755	0	0	0	0	0	0	63.8542	59.8334	0	0	443.02	155.418	122.569	89.733	62.5904	62.5891	0	0	0	0	115.775	93.9959	77.6226	77.3619	0	0	0	0	122.866	116.144	96.9928	96.9575	115.405	114.975	0	0	0	0	0	0	416.457	414.606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	100.395	88.2503	6.84161	2.53346	7.66712	3.67166	3.27291	2.86073	160.888	20.6247	189.739	40.7958	5.51348	5.51359	28.3575	21.0336	302.337	242.182	0	0	26.2763	25.8957	0	0	0	0	0	0	66.216	61.4633	0	0	58.9185	58.0183	162.234	105.367	63.3738	63.3694	0	0	0	0	143.191	100.225	78.5373	78.2424	0	0	0	0	126.334	119.282	98.2442	98.2029	117.274	117.161	0	0	0	0	0	0	558.776	552.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	105.359	88.9793	6.8768	2.59416	7.08986	4.22136	3.58966	2.96546	24.9326	18.1644	347.531	42.7759	5.52301	5.52306	38.3114	25.8054	0	0	0	0	26.4489	26.1409	0	0	0	0	0	0	68.9757	63.3998	0	0	59.1977	58.7517	271.599	137.714	64.1803	64.1718	0	0	0	0	250.933	112.979	79.4582	79.1801	0	0	0	0	131.658	122.809	99.59	99.5391	119.281	118.983	3.30827	3.30827	0	0	0	0	962.677	897.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	0	0	101.578	89.1048	5.78402	2.79035	11.4687	3.94646	3.76906	3.07296	31.0354	20.9275	118.639	25.4807	5.53223	5.53215	46.1367	28.1258	31.5671	31.5592	0	0	26.7117	26.3887	94.0738	94.0738	0	0	0	0	71.9672	65.5618	0	0	60.2421	59.4936	275.929	119.317	64.9862	65.0001	0	0	0	0	86.7913	86.1931	80.479	80.1628	0	0	0	0	144.844	132.224	100.907	100.85	129.624	124.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	0	0	103.402	90.6257	5.88385	2.68366	9.71404	4.07378	3.91937	3.11818	142.005	31.0571	255.823	34.3629	5.54184	5.54175	63.3627	32.8701	32.4765	32.4614	0	0	26.9639	26.6359	0	0	0	0	0	0	74.8302	68.0486	0	0	61.1497	60.2972	141.346	96.0404	65.862	65.8599	0	0	0	0	88.2427	87.5311	81.55	81.1819	0	0	0	0	151.561	134.879	102.306	102.232	199.028	162.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	0	0	105.523	91.9737	5.01579	2.72114	7.98243	4.01747	4.00875	3.1713	298.651	49.7513	120.278	26.5813	5.55115	5.55103	151.612	45.4694	33.5789	33.5571	0	0	27.2204	26.8862	0	0	0	0	0	0	80.0878	70.9246	0	0	61.7695	61.1491	212.125	115.063	66.7471	66.7551	0	0	0	0	89.7542	89.0116	82.6339	82.2627	0	0	0	0	157.936	136.723	103.838	103.748	243.717	180.066	0	0	0	0	0	0	0	0	0	0	351.258	351.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	0	0	108.977	93.2303	4.105	2.64176	9.01506	4.35391	4.16447	3.17557	40.304	23.919	255.612	38.1531	5.55995	5.56005	17.7776	17.4206	30.3624	27.6928	0	0	27.5496	27.1363	80.0187	80.0187	0	0	0	0	85.7111	74.3341	0	0	62.7713	62.0104	336.954	134.066	67.685	67.6879	0	0	0	0	91.2992	90.5724	83.8151	83.3905	0	0	0	0	175.668	145.126	105.465	105.337	370.339	209.497	0	0	0	0	0	0	0	0	0	0	397.264	396.561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	0	0	109.458	94.3542	7.39141	3.02854	8.66911	4.45093	4.18364	3.15293	216.485	44.5713	170.226	35.1492	5.5689	5.56893	17.8301	17.5787	31.1814	27.27	0	0	27.8734	27.3951	0	0	0	0	0	0	91.0796	78.5167	140.488	140.488	64.2127	62.9277	179.85	88.2977	68.6631	68.6519	0	0	0	0	93.1695	92.227	85.0254	84.5606	0	0	0	0	208.97	158.265	107.163	106.964	372.349	169.368	0	0	0	0	0	0	0	0	0	0	502.389	498.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	0	0	112.421	96.3433	6.7681	2.83884	11.7885	4.5485	4.35989	3.22043	254.468	44.0946	185.347	31.2196	5.57781	5.5777	18.1666	17.7452	31.9621	28.1736	0	0	28.0959	27.6678	0	0	0	0	0	0	101.205	83.9816	151.927	151.746	64.7315	63.9128	181.864	92.9634	69.6433	69.6422	0	0	0	0	95.0468	93.9983	86.3298	85.7778	0	0	0	0	301.62	185.046	109.049	108.691	133.46	132.562	0	0	0	0	0	0	0	0	0	0	843.454	799.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	0	0	114.295	97.5234	5.19191	2.95827	10.477	3.83824	4.79164	3.30567	204.839	26.6941	235.674	35.0344	5.5878	5.58794	18.2624	17.914	33.4685	29.1538	0	0	28.3031	27.954	0	0	0	0	0	0	113.402	91.3986	181.658	181.182	65.9824	64.9514	196.592	82.0057	70.7093	70.7108	0	0	0	0	117.307	104.13	170.678	115.409	0	0	0	0	436.731	188.606	111.88	110.657	137.47	136.232	0	0	0	0	0	0	0	0	0	0	1181.53	913.596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	0	0	113.742	98.399	9.45369	3.50199	4.81366	3.44445	5.24829	3.48876	262.716	33.7193	180.252	28.9109	5.59833	5.59841	18.4229	18.0868	34.928	30.3826	0	0	28.5013	28.252	0	0	0	0	0	0	130.318	102.636	247.644	244.493	67.5831	66.0439	72.3005	69.7441	71.8515	71.8547	174.629	174.479	279.941	279.421	133.007	110.353	316.594	166.911	0	0	0	0	128.002	126.075	112.682	112.388	141.841	140.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	0	0	115.595	99.7498	8.68511	3.19231	7.42205	3.93155	6.2554	3.94895	50.011	19.6187	76.7651	22.8762	5.60898	5.60914	19.7299	19.0629	37.5224	31.8584	0	0	29.0282	28.566	0	0	0	0	0	0	168.355	122.872	459.813	428.876	68.8711	67.2209	95.2798	79.9934	73.0399	73.0386	196.369	196.135	362.637	358.209	181.204	123.621	401.06	143.346	0	0	0	0	132.088	129.513	114.43	114.376	146.33	144.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	0	0	118.384	101.82	8.25884	3.01673	6.05639	3.92718	14.1348	5.17317	180.754	30.7262	167.643	30.001	5.62019	5.62033	21.7747	20.5535	40.4653	33.6085	0	0	29.3277	28.8862	0	0	0	0	0	0	294.163	182.398	0	0	70.2212	68.4791	142.773	95.3122	74.3051	74.2936	232.317	231.652	668.796	616.874	193.254	120.124	91.9896	91.3619	0	0	0	0	136.005	133.308	116.603	116.518	151.521	149.801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	0	0	120.052	102.7	5.52165	2.70086	8.82389	4.524	10.7904	5.70714	195.416	40.494	175.357	32.4924	5.63128	5.63143	22.0431	20.8755	43.6386	35.7955	0	0	29.9841	29.2173	0	0	0	0	0	0	400.478	128.002	0	0	71.7608	69.8071	214.144	102.271	156.4	119.207	306.454	303.187	0	0	130.252	115.909	95.1578	94.383	0	0	0	0	140.863	137.475	119.02	118.893	207.941	182.842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	0	0	122.852	104.653	6.99869	2.88207	12.3935	5.02861	14.0846	5.03914	342.379	25.5296	139.274	31.5206	5.64132	5.64136	32.8891	25.6772	49.5245	38.7316	0	0	30.2947	29.5721	0	0	69.6217	69.6407	0	0	52.303	52.3037	0	0	72.7415	71.2187	104.635	85.3047	205.518	144.033	560.159	514.03	0	0	156.265	127.028	98.9183	98.2487	0	0	0	0	146.865	142.245	121.6	121.364	251.079	200.66	0	0	0	0	0	0	0	0	397.278	397.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	0	0	128.135	107.037	6.53963	3.06014	9.5791	4.26014	12.4045	4.93628	174.02	19.8978	189.616	36.6088	5.65114	5.65058	46.5767	31.8936	56.1483	43.0129	0	0	30.526	29.9393	0	0	72.9637	72.9028	129.006	129.006	53.1692	53.1702	0	0	74.9078	72.7275	141.625	98.4399	417.743	217.284	0	0	0	0	241.615	145.699	101.007	100.172	0	0	0	0	153.424	147.817	124.684	124.043	413.777	239.622	0	0	0	0	0	0	0	0	458.544	455.701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
