i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	He3_D	He3_T	alpha_D	alpha_T	He6_D	He6_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	O14_D	O14_T	O15_D	O15_T	O16_1_D	O16_1_T	O16_D	O16_T	O17_D	O17_T	O18_D	O18_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	Ne20_D	Ne20_T	Ne22_D	Ne22_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Al26_D	Al26_T	Si29_D	Si29_T	P29_D	P29_T
154	0	0	87.9224	3.89656	9.903	2.68125	4.87345	3.24133	2.49834	2.17483	10.5178	10.5177	80.5302	25.2816	7.26453	7.26473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837.8	683.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	0	0	18.5025	3.42691	3.29768	2.16081	5.29832	3.37671	2.59706	2.17086	10.6537	10.6537	58.9931	29.1735	7.28682	7.28698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	0	0	134.201	4.7356	3.60253	2.24353	5.97912	3.55387	2.5872	2.18144	10.7926	10.7926	308.643	68.8484	7.30813	7.30818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	0	0	61.4361	3.43195	4.13389	2.37561	7.20632	3.82865	2.66687	2.19204	10.9328	10.9328	345.17	26.4062	7.33082	7.33044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	0	0	36.0603	3.63831	6.33317	2.69609	12.7871	4.45632	2.74299	2.20348	11.0842	11.0842	15.6225	13.4468	7.35411	7.35402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642.162	472.355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	0	0	10.7919	3.47031	10.0252	2.79363	11.7276	4.1129	2.74417	2.21571	11.2372	11.2372	15.8798	13.7575	7.37913	7.37938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	0	0	8.17751	3.25918	4.91681	2.40605	10.7478	4.16525	2.64065	2.22824	11.3853	11.3853	16.2251	14.0952	7.40342	7.40345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	0	0	10.2395	3.37307	7.21374	2.59092	13.7123	4.1394	2.80664	2.24097	11.5425	11.5426	16.9479	14.4592	7.42467	7.42484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	0	0	9.84859	3.16292	8.39585	2.51791	10.0936	3.44007	2.83815	2.25366	11.7171	11.7171	18.1577	14.8809	7.44709	7.44709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	0	0	10.6981	3.15006	7.86586	2.3847	13.2968	3.62737	2.90023	2.26852	11.8885	11.8884	18.378	15.3568	7.47007	7.4702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	0	0	7.84791	2.76793	4.62299	1.97641	7.01082	3.03752	2.8905	2.2827	12.066	12.066	19.5761	15.9011	7.49355	7.49374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	0	0	8.72154	2.78854	2.68432	1.93886	12.4887	3.13612	2.91246	2.29719	12.261	12.261	20.6706	16.5314	7.51902	7.51843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	0	0	6.87278	2.68879	2.87887	1.98274	3.87157	2.54835	3.03109	2.31246	12.475	12.475	21.7687	17.2626	7.54721	7.54753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	0	0	7.48561	2.77266	3.15563	2.04103	4.33794	2.62746	3.03116	2.3294	12.7022	12.7022	24.5081	18.1592	7.57457	7.57462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	0	0	8.58732	2.90798	3.88346	2.14557	5.6632	2.7739	2.91336	2.34679	12.925	12.925	26.8108	19.2869	7.60277	7.60162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	0	0	12.6252	3.15001	6.34499	2.26777	13.7277	3.24312	3.15152	2.36455	13.1556	13.1556	30.3307	20.7988	7.62993	7.62965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	0	0	11.0266	2.96187	5.16432	2.23293	2.7905	2.31746	3.15115	2.3839	13.3978	13.3978	35.4449	22.8964	7.65442	7.65464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	0	0	14.0323	2.934	4.63219	2.01639	2.80506	2.33782	3.07628	2.40315	13.6501	13.6502	44.7462	26.2284	7.68008	7.67931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	0	0	20.1977	3.10224	2.86087	1.98648	2.85312	2.35862	3.28186	2.42523	13.9236	13.9237	62.6804	32.7927	7.70791	7.70797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	0	0	81.4006	3.97882	3.14676	2.03755	2.84708	2.38059	3.32624	2.44839	14.2258	14.2257	184.051	63.7653	7.73622	7.73634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	0	0	206.938	3.56292	3.68215	2.1274	2.98848	2.40438	3.5208	2.47474	14.5466	14.5465	670.355	62.1466	7.76248	7.76277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	0	0	7.26506	2.87272	8.02099	2.58934	2.97677	2.429	3.36689	2.50042	14.8924	14.8924	12.0181	11.9222	7.78781	7.78792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	0	0	5.90526	2.64171	5.44042	2.18718	3.10137	2.45495	3.62922	2.53002	15.2802	15.28	12.3847	12.0788	7.81195	7.81179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	0	0	5.45988	2.67102	4.43707	2.2063	3.17697	2.48303	3.64338	2.56187	15.7064	15.7065	12.4477	12.2373	7.83754	7.83764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	0	0	7.20886	2.81894	7.72233	2.41055	3.14355	2.51392	3.76467	2.5946	16.1622	16.1623	12.653	12.4082	7.86434	7.8645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	0	0	5.91244	2.63223	4.94334	2.0687	3.24548	2.54512	4.05059	2.6311	16.6447	16.6448	13.0106	12.5896	7.89322	7.8928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	0	0	6.77416	2.72851	6.48205	2.18843	3.39976	2.58033	4.20745	2.67289	17.1545	17.1545	13.1594	12.7862	7.92222	7.92237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	0	0	4.9605	2.59682	2.47971	1.89629	3.61053	2.71725	4.07499	2.72147	17.7046	17.7047	13.3928	12.9805	7.94896	7.94909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	0	0	5.28689	2.64364	2.5427	1.92731	3.8213	2.7755	4.51801	2.77253	18.3408	18.3409	13.46	13.1893	7.97794	7.97819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	0	0	5.49965	2.69431	2.65006	1.95981	3.9964	2.8312	4.61362	2.83076	19.0683	19.0684	13.753	13.4117	8.00888	8.00866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	0	0	5.70771	2.75327	2.78734	1.99777	4.14109	2.89828	5.16	2.90301	19.8642	19.8644	13.9707	13.6543	8.04023	8.0404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	0	0	6.02936	2.82248	2.96747	2.04278	4.4372	2.97516	5.68169	3.005	20.7735	20.7736	14.2003	13.9015	8.07109	8.07087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	0	0	6.38965	2.90918	3.21368	2.10277	4.79212	3.0702	5.90832	3.11989	21.8327	21.8328	14.5768	14.1684	8.1029	8.10318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.013	36.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	0	0	7.02505	3.03344	3.98178	2.20481	5.33924	3.19683	6.75904	3.27704	23.0649	23.065	15.0635	14.4508	8.13537	8.1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	0	0	8.34957	3.16814	5.76545	2.27472	6.25315	3.38216	8.19519	3.5144	24.522	24.522	15.2042	14.7465	8.16768	8.16786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	0	0	8.62716	3.23677	3.16501	2.1184	9.03438	3.7905	10.4287	3.9013	26.2118	26.2118	15.6014	15.0589	8.20021	8.20051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	0	0	12.4692	3.50491	3.51269	2.20029	16.7895	4.19415	18.1467	5.03066	28.2927	28.2928	16.1351	15.4037	8.23279	8.23241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	0	0	11.1582	3.18328	3.84779	2.27762	7.97013	2.94762	30.6247	4.11642	31.0119	31.0091	16.4647	15.7834	8.26756	8.26766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	0	0	8.93066	3.14505	4.80518	2.44264	4.04792	2.82217	2.23562	2.02357	34.5997	34.5863	17.1175	16.1898	8.30464	8.30471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	0	0	11.3669	3.41709	7.83263	2.75274	4.24051	2.90038	2.19209	2.0298	39.8829	39.8357	17.4381	16.6497	8.34116	8.34148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	0	0	13.6511	3.33473	7.84545	2.41059	4.65124	2.99704	2.26947	2.03623	48.4484	48.2269	18.3478	17.1669	8.37997	8.38083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	0	0	16.8912	3.40406	3.20966	2.16366	5.16011	3.13266	2.24286	2.04274	65.3161	64.7499	19.0906	17.736	8.41834	8.41884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	0	0	51.9465	4.21276	3.53359	2.25191	6.25352	3.34542	2.25985	2.04928	154.589	134.204	19.5154	18.3487	8.45207	8.45182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	0	0	170.775	4.35522	4.62852	2.45162	10.7605	3.91379	2.26563	2.056	761.572	761.572	20.9413	19.0557	8.48595	8.48575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	0	0	11.375	3.47135	9.2689	2.97145	13.1167	3.5925	2.26301	2.06264	0	0	21.7959	19.8698	8.52317	8.52366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	0	0	11.1751	3.09534	7.42624	2.45123	13.8562	3.27358	2.28196	2.06945	0	0	22.8018	20.8175	8.56206	8.56181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	0	0	46.9733	3.0122	3.56341	2.26262	3.26619	2.54376	2.34662	2.07653	0	0	24.7403	21.9494	8.5987	8.59833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616.478	470.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	0	0	31.7069	3.10866	4.41199	2.41999	3.40185	2.58211	2.35056	2.0966	0	0	26.5002	23.2995	8.63608	8.63644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513.761	441.644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	0	0	10.2909	3.14273	7.44372	2.60979	3.48271	2.62239	2.41214	2.11869	0	0	29.3177	25.0326	8.67547	8.6757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	0	0	10.7793	3.20881	6.84847	2.42096	4.31187	3.11803	2.39182	2.12679	0	0	32.9021	27.3531	8.71508	8.71545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	0	0	11.852	3.37576	4.34521	2.26463	5.6842	3.69637	2.43739	2.13469	0	0	38.1636	30.5865	8.75451	8.75502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.597	131.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	0	0	17.9131	3.83252	7.10399	2.30228	14.4665	4.83063	2.49137	2.14284	0	0	46.8927	35.7634	8.79306	8.79271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	0	0	22.9405	3.35514	2.99379	2.06563	3.91337	2.82377	2.45893	2.15107	0	0	64.507	45.9943	8.83335	8.83382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	0	0	97.9854	4.60077	3.17387	2.11841	4.35251	2.90084	2.46066	2.15946	0	0	199.021	98.1823	8.87461	8.87414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	0	0	227.222	3.7697	3.45808	2.18617	4.72046	3.00006	2.48885	2.16844	0	0	728.269	106.531	8.91358	8.91308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	0	0	5.24683	2.74403	3.92501	2.28346	5.31699	3.14217	2.51726	2.17728	0	0	16.4521	16.4524	8.95378	8.95353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	0	0	7.54372	2.99402	7.28534	2.55932	6.73898	3.39732	2.52123	2.18651	0	0	16.8288	16.8288	8.99546	8.99571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	0	0	8.7458	2.99325	3.94669	2.29816	14.7262	3.95508	2.4616	2.19485	0	0	17.2479	17.2481	9.03906	9.03953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	0	0	6.16448	2.83062	5.60997	2.5087	4.46099	2.83415	2.52672	2.20363	0	0	17.6938	17.694	9.08666	9.08522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
